#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-02-24T16:31:30
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml10681

#RESOURCE=7235
#Name: VII/235
#Title:	Quasars and Active Galactic Nuclei (11th Ed.) (Veron+, 2003)
#Table	VII_235_table1:
#Name: VII/235/table1
#Title:	Quasars (brighter than absolute magnitude -23)
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	notRadio	(A1)	[*] '*' if not detected in radio (1)	[ucd=CODE_MISC]
#Column	Name	(A17)	Most common name of the object        (link)	[ucd=ID_IDENTIFIER]
#Column	RAJ2000	(A10)	Right Ascension J2000 (hours) (see also n_RAh)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(A9)	Declination J2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	n_RAh	(A1)	[AOR] Approximative/Optical/Radio position (2)	[ucd=NOTE]
#Column	F6cm	(F6.3)	? 6cm (5GHz) flux	[ucd=PHOT_FLUX_RADIO_5G]
#Column	r_F6cm	(I4)	[1,2377]? Reference of 6cm Flux        (link)	[ucd=REFER_CODE]
#Column	F11cm	(F5.2)	? 11cm (2.7GHz) flux (Jy)	[ucd=PHOT_FLUX_RADIO_2.7G]
#Column	r_F11cm	(I4)	[1,2377]? Reference of 11cm flux        (link)	[ucd=REFER_CODE]
#Column	l_z	(A1)	[>*] limit or method flag on z (4)	[ucd=CODE_LIMIT]
#Column	z	(F6.3)	? redshift	[ucd=REDSHIFT_HC]
#Column	Sp	(A4)	[S0-9?HPBLbhin. ] Spectrum classification (3)	[ucd=SPECT_TYPE_GENERAL]
#Column	n_Vmag	(A1)	[*RIO] Photographic(*), red(R), infra-red (I) or photographic O- or J- plates(O)	[ucd=NOTE]
#Column	Vmag	(F5.2)	? magnitude, V or other (see n_Vmag)	[ucd=PHOT_JHN_V]
#Column	B-V	(F5.2)	? colour index	[ucd=PHOT_JHN_B-V]
#Column	U-B	(F5.2)	? colour index	[ucd=PHOT_JHN_U-B]
#Column	Mabs	(F5.1)	? Absolute magnitude	[ucd=PHOT_ABS-MAG_BAND]
#Column	FC	(I4)	[1,2377]? Reference of the Finding Chart	[ucd=REFER_CODE]
#Column	r_Vmag	(I4)	[1,2377]? Reference of the Photometry        (link)	[ucd=REFER_CODE]
#Column	r_z	(I4)	[1,2377]? Reference of the redshift        (link)	[ucd=REFER_CODE]

recno	_Glon	_Glat	_RAJ2000	_DEJ2000	notRadio	Name	RAJ2000	DEJ2000	n_RAh	F6cm	r_F6cm	F11cm	r_F11cm	l_z	z	Sp	n_Vmag	Vmag	B-V	U-B	Mabs	FC	r_Vmag	r_z
    5586	135.29	-72.17	016.6721	 -9.6678	*	SDSS J01066-0940 	01 06 41.3	-09 40 04	O	      	   1	     	    	 	 2.196	    	 	19.77	     	     	-26.4	    	    	   1
    5587	268.33	-84.29	016.6725	-31.7789	*	2QZ J010641-3146 	01 06 41.4	-31 46 44	O	      	    	     	    	 	 1.221	    	*	20.82	     	-1.41	-23.9	    	 487	 487
    5588	254.98	-85.55	016.6800	-30.0594	*	2QZ J010643-3003 	01 06 43.2	-30 03 34	O	      	    	     	    	 	 0.692	    	*	19.83	     	-0.41	-23.4	    	 489	 489
    5589	289.16	-77.48	016.6817	-39.2411	*	Q 0104-3930      	01 06 43.6	-39 14 28	O	      	    	     	    	 	 2.200	    	R	17.68	     	     	-28.1	1143	1852	1143
    5590	135.93	-73.05	016.6838	-10.5692	 	RXS J01067-1034  	01 06 44.1	-10 34 09	O	      	2306	     	    	 	 0.468	S1  	 	18.04	     	     	-24.3	    	1539	2306
    5591	290.67	-76.19	016.6879	-40.5722	 	PKS 0104-408     	01 06 45.1	-40 34 20	O	 0.850	 225	 0.57	 225	 	 0.584	    	O	18.20	     	     	-24.6	2164	    	2224
    5592	209.53	-86.58	016.6892	-26.8733	*	CS 200           	01 06 45.4	-26 52 24	O	      	    	     	    	*	 2.080	    	 	20.50	     	     	-25.6	 389	    	 583
    5593	286.01	-79.46	016.6892	-37.1581	*	Q 0104-3725      	01 06 45.4	-37 09 29	O	      	    	     	    	*	 2.000	    	O	19.40	     	     	-26.5	    	    	 583
    5594	265.96	-84.56	016.6933	-31.4253	*	2QZ J010646-3125 	01 06 46.4	-31 25 31	O	      	    	     	    	 	 0.921	    	*	20.11	     	 0.02	-23.9	    	 489	 489
    5595	200.49	-86.48	016.6967	-26.3172	*	CS 201           	01 06 47.2	-26 19 02	O	      	    	     	    	*	 1.890	    	O	19.60	     	     	-26.2	 389	    	 389
    5596	131.10	-61.85	016.7004	 +0.7742	*	Q 0104+0030      	01 06 48.1	+00 46 27	O	      	    	     	    	 	 1.874	    	O	18.40	     	     	-27.3	    	    	 359
    5597	221.31	-86.56	016.7012	-27.5772	*	2QZ J010648-2734 	01 06 48.3	-27 34 38	O	      	    	     	    	 	 1.411	    	*	20.55	     	-0.84	-24.5	    	 487	 487
    5598	288.14	-78.15	016.7025	-38.5322	*	Q 0104-3847      	01 06 48.6	-38 31 56	O	      	    	     	    	*	 2.330	    	R	18.80	     	     	-27.1	    	    	 583
    5599	292.02	-74.75	016.7050	-42.0539	*	Q 0104-4219      	01 06 49.2	-42 03 14	 	      	    	     	    	*	 2.370	    	*	18.70	     	     	-27.8	    	    	 970
    5600	130.67	-60.12	016.7071	 +2.5169	*	PC 0104+0215     	01 06 49.7	+02 31 01	O	      	1793	     	    	 	 4.171	    	R	19.73	     	     	-27.9	1787	    	1972
    5601	128.46	-47.65	016.7108	+15.0611	*	SDSS J01068+1503 	01 06 50.6	+15 03 40	O	      	   1	     	    	 	 1.487	    	 	19.84	     	     	-25.4	    	    	   1
    5602	131.51	-63.22	016.7121	 -0.6031	*	SDSSp J01068-0036	01 06 50.9	-00 36 11	O	      	1802	     	    	 	 1.742	    	 	19.38	     	     	-26.2	    	    	1802
    5603	135.73	-72.63	016.7121	-10.1406	*	SDSS J01068-1008 	01 06 50.9	-10 08 26	O	      	   1	     	    	 	 0.751	    	 	19.43	     	     	-24.0	    	    	   1
    5604	237.69	-86.27	016.7162	-28.6367	*	2QZ J010651-2838 	01 06 51.9	-28 38 12	O	      	    	     	    	 	 2.586	    	*	19.92	     	-0.41	-26.9	    	 487	 487
    5605	223.30	-86.52	016.7213	-27.7011	*	2QZ J010653-2742 	01 06 53.1	-27 42 04	O	      	    	     	    	 	 1.732	    	*	19.91	     	 0.96	-25.6	    	 487	 487
    5606	287.92	-78.25	016.7213	-38.4244	*	Q 0104-3841      	01 06 53.1	-38 25 28	 	      	    	     	    	*	 2.000	    	*	19.99	     	     	-26.0	    	    	 970
    5607	215.95	-86.56	016.7263	-27.2564	*	2QZ J010654-2715 	01 06 54.3	-27 15 23	O	      	    	     	    	 	 2.473	    	*	20.20	     	-0.48	-26.5	    	 487	 487
    5608	292.20	-74.44	016.7338	-42.3608	*	Q 0104-4237      	01 06 56.1	-42 21 39	 	      	    	     	    	*	 1.970	    	*	18.45	     	     	-27.4	    	    	 970
    5609	221.28	-86.53	016.7342	-27.5786	*	2QZ J010656-2734 	01 06 56.2	-27 34 43	O	      	    	     	    	 	 2.010	    	*	20.32	     	-0.61	-25.6	    	 487	 487
    5610	222.92	-86.51	016.7396	-27.6797	*	2QZ J010657-2740 	01 06 57.5	-27 40 47	O	      	    	     	    	 	 2.222	    	*	20.66	     	-0.42	-25.5	    	 487	 487
    5611	135.05	-71.42	016.7417	 -8.9167	*	SDSS J01069-0855 	01 06 58.0	-08 55 00	O	      	   1	     	    	 	 2.354	    	 	18.47	     	     	-28.0	    	    	   1
    5612	269.13	-84.07	016.7429	-31.9994	*	2QZ J010658-3159 	01 06 58.3	-31 59 58	O	      	    	     	    	 	 0.975	    	*	20.55	     	-1.26	-23.6	    	 489	 489
    5613	135.09	-71.47	016.7433	 -8.9672	*	SDSS J01069-0858 	01 06 58.4	-08 58 02	O	      	   1	     	    	 	 1.827	    	 	18.57	     	     	-27.1	    	    	   1
    5614	126.75	-30.60	016.7450	+32.1550	*	MS 01042+3153    	01 06 58.8	+32 09 18	O	      	1960	     	    	 	 2.027	    	 	18.88	 0.09	 0.45	-27.0	1956	 734	 734
    5615	248.24	-85.85	016.7462	-29.4714	*	2QZ J010659-2928 	01 06 59.1	-29 28 17	O	      	    	     	    	 	 2.165	    	*	20.65	     	-0.30	-25.5	    	 489	 489
    5616	285.67	-79.50	016.7479	-37.1022	*	Q 0104-3722      	01 06 59.5	-37 06 08	O	      	    	     	    	*	 2.090	    	O	19.30	     	     	-26.8	    	    	 583
    5617	221.00	-86.52	016.7512	-27.5636	*	2QZ J010700-2733 	01 07 00.3	-27 33 49	O	      	    	     	    	 	 1.689	    	*	20.69	     	-0.52	-24.8	    	 487	 487
    5618	287.37	-78.51	016.7567	-38.1456	 	Q 0104-3824      	01 07 01.6	-38 08 44	 	      	 375	     	    	*	 1.900	    	*	20.28	     	     	-25.5	    	    	 970
    5619	207.34	-86.50	016.7658	-26.7328	*	Q 0104-269       	01 07 03.8	-26 43 58	O	      	    	     	    	 	 1.690	    	*	19.69	-0.32	-0.24	-26.1	    	2180	2180
    5620	289.49	-76.97	016.7700	-39.7503	*	Q 0104-4001      	01 07 04.8	-39 45 01	 	      	    	     	    	*	 2.040	    	*	19.96	     	     	-26.0	    	    	 970
    5621	131.44	-62.51	016.7733	 +0.1025	*	SDSSp J01070+0006	01 07 05.6	+00 06 09	O	      	1802	     	    	 	 1.362	    	 	19.08	     	     	-25.9	    	    	1802
    5622	269.90	-83.92	016.7737	-32.1742	*	2QZ J010705-3210 	01 07 05.7	-32 10 27	O	      	    	     	    	 	 1.223	    	*	20.46	     	-0.39	-24.2	    	 489	 489
    5623	231.64	-86.36	016.7775	-28.2428	*	CS 205           	01 07 06.6	-28 14 34	O	      	    	     	    	 	 1.560	    	O	19.80	     	     	-25.5	 389	    	 487
    5624	237.31	-86.22	016.7821	-28.6339	*	2QZ J010707-2838 	01 07 07.7	-28 38 02	O	      	    	     	    	 	 1.623	    	*	20.45	     	-0.30	-24.9	    	 489	 489
    5625	252.50	-85.58	016.7904	-29.8903	*	2QZ J010709-2953 	01 07 09.7	-29 53 25	O	      	    	     	    	 	 1.976	    	*	20.74	     	-0.52	-25.2	    	 489	 489
    5626	288.49	-77.67	016.7917	-39.0181	*	Q 0104-3917      	01 07 10.0	-39 01 05	 	      	    	     	    	*	 2.180	    	*	19.33	     	     	-26.8	    	    	 970
    5627	260.37	-85.00	016.7929	-30.7556	*	2QZ J010710-3045 	01 07 10.3	-30 45 20	O	      	    	     	    	 	 1.759	    	*	19.92	     	-0.76	-25.6	    	 489	 489
    5628	289.95	-76.49	016.8012	-40.2369	*	Q 0104-4030      	01 07 12.3	-40 14 13	 	      	    	     	    	*	 2.250	    	*	19.90	     	     	-26.3	    	    	 970
    5629	241.09	-86.08	016.8050	-28.9214	*	CS 206           	01 07 13.2	-28 55 17	O	      	    	     	    	 	 2.290	    	*	19.08	 0.27	 0.37	-26.9	 389	2180	2180
    5630	217.73	-86.48	016.8062	-27.3675	*	2QZ J010713-2722 	01 07 13.5	-27 22 03	O	      	    	     	    	 	 1.718	    	*	20.35	     	-0.91	-25.2	    	 487	 487
    5631	135.49	-71.79	016.8083	 -9.3031	*	SDSS J01072-0918 	01 07 14.0	-09 18 11	O	      	   1	     	    	 	 2.039	    	 	19.41	     	     	-26.6	    	    	   1
    5632	135.38	-71.62	016.8087	 -9.1278	*	SDSS J01072-0907 	01 07 14.1	-09 07 40	O	      	   1	     	    	 	 1.170	    	 	19.49	     	     	-25.1	    	    	   1
    5633	269.58	-83.91	016.8100	-32.1600	*	2QZ J010714-3209 	01 07 14.4	-32 09 36	O	      	    	     	    	 	 1.425	    	*	19.53	     	-0.99	-25.6	    	 489	 489
    5634	255.49	-85.36	016.8113	-30.2089	*	2QZ J010714-3012 	01 07 14.7	-30 12 32	O	      	    	     	    	 	 1.493	    	*	20.62	     	-0.34	-24.6	    	 489	 489
    5635	286.77	-78.73	016.8113	-37.8967	*	Q 0104-3809      	01 07 14.7	-37 53 48	O	      	    	     	    	*	 2.110	    	O	18.20	     	     	-27.9	1143	    	 583
    5636	285.75	-79.30	016.8117	-37.2936	*	Q 0104-3733      	01 07 14.8	-37 17 37	O	      	    	     	    	*	 1.820	    	O	19.10	     	     	-26.6	    	    	 583
    5637	135.24	-71.36	016.8142	 -8.8700	*	SDSS J01072-0852 	01 07 15.4	-08 52 12	O	      	   1	     	    	 	 0.485	    	 	18.79	     	     	-23.6	    	    	   1
    5638	134.33	-69.74	016.8146	 -7.2239	*	2GZ J010715-0713 	01 07 15.5	-07 13 26	O	      	    	     	    	 	 2.790	    	 	18.27	     	     	-28.9	    	    	 412
    5639	264.65	-84.54	016.8150	-31.3556	*	2QZ J010715-3121 	01 07 15.6	-31 21 20	O	      	    	     	    	 	 1.905	    	*	19.65	     	-0.96	-26.1	    	 489	 489
    5640	219.74	-86.47	016.8158	-27.4917	*	2QZ J010715-2729 	01 07 15.8	-27 29 30	O	      	    	     	    	 	 1.221	    	*	19.92	     	-1.26	-24.8	    	 487	 487
    5641	301.25	-44.67	016.8237	-72.4053	*	Q J01072-7224    	01 07 17.7	-72 24 19	O	      	    	     	    	 	 1.810	    	I	19.30	     	     	-25.4	    	    	 562
    5642	291.98	-74.41	016.8246	-42.3806	*	Q 0105-4238      	01 07 17.9	-42 22 50	O	      	    	     	    	*	 2.940	    	R	18.30	     	     	-28.3	    	    	 583
    5643	245.95	-85.87	016.8271	-29.3208	*	2QZ J010718-2919 	01 07 18.5	-29 19 15	O	      	    	     	    	 	 1.297	    	*	18.99	     	-1.10	-25.9	    	 489	 489
    5644	265.88	-84.38	016.8292	-31.5569	*	2QZ J010719-3133 	01 07 19.0	-31 33 25	O	      	    	     	    	 	 0.776	    	*	19.48	     	-0.51	-24.0	    	 489	 489
    5645	289.58	-76.71	016.8325	-40.0042	*	Q 0105-4016      	01 07 19.8	-40 00 15	 	      	    	     	    	*	 2.870	    	*	20.13	     	     	-27.2	    	    	 970
    5646	281.59	-81.07	016.8338	-35.3908	*	Q 0104-3539      	01 07 20.1	-35 23 27	O	      	    	     	    	*	 1.520	    	O	19.40	     	     	-25.8	    	    	 583
    5647	281.81	-80.99	016.8346	-35.4778	*	0105-357         	01 07 20.3	-35 28 40	 	      	    	     	    	*	 2.220	    	 	19.50	     	     	-26.7	1757	    	1757
    5648	240.67	-86.07	016.8371	-28.9028	*	2QZ J010720-2854 	01 07 20.9	-28 54 10	O	      	    	     	    	 	 1.090	    	*	19.86	     	-1.16	-24.6	    	 487	 487
    5649	288.07	-77.84	016.8375	-38.8294	*	Q 0105-3905      	01 07 21.0	-38 49 46	 	      	    	     	    	*	 2.270	    	*	19.96	     	     	-26.3	    	    	 970
    5650	301.29	-44.26	016.8404	-72.8128	*	206.17052.388    	01 07 21.7	-72 48 46	O	      	    	     	    	 	 2.150	    	 	18.85	     	     	-27.3	    	    	 722
    5651	265.31	-84.42	016.8471	-31.4875	*	2QZ J010723-3129 	01 07 23.3	-31 29 15	O	      	    	     	    	 	 2.235	    	*	19.59	     	-0.79	-26.6	    	 489	 489
    5652	128.58	-47.05	016.8546	+15.6500	*	SDSS J01074+1538 	01 07 25.1	+15 39 00	O	      	   1	     	    	 	 1.760	    	 	18.99	     	     	-26.6	    	    	   1
    5653	223.33	-86.40	016.8550	-27.7206	*	2QZ J010725-2743 	01 07 25.2	-27 43 14	O	      	    	     	    	 	 0.799	    	*	20.60	     	-0.37	-23.0	    	 487	 487
    5654	135.51	-71.56	016.8588	 -9.0775	*	SDSS J01074-0904 	01 07 26.1	-09 04 39	O	      	   1	     	    	 	 1.154	    	 	19.22	     	     	-25.3	    	    	   1
    5655	286.91	-78.53	016.8608	-38.0997	*	Q 0105-3822      	01 07 26.6	-38 05 59	 	      	    	     	    	*	 1.970	    	*	17.92	     	     	-28.0	    	    	 970
    5656	239.54	-86.08	016.8608	-28.8272	*	2QZ J010726-2849 	01 07 26.6	-28 49 38	O	      	    	     	    	 	 1.075	    	*	20.60	     	-0.58	-23.8	    	 487	 487
    5657	286.25	-78.91	016.8629	-37.6992	*	Q 0105-3757      	01 07 27.1	-37 41 57	 	      	    	     	    	*	 2.100	    	*	20.23	     	     	-25.8	    	    	 970
    5658	136.82	-73.40	016.8642	-10.9617	*	SDSS J01074-1057 	01 07 27.4	-10 57 42	O	      	   1	     	    	 	 2.047	    	 	19.76	     	     	-26.3	    	    	   1
    5659	289.87	-76.36	016.8704	-40.3631	*	Q 0105-4037      	01 07 28.9	-40 21 47	O	      	    	     	    	*	 1.180	    	O	17.70	     	     	-26.9	    	    	 583
    5660	290.07	-76.15	016.8829	-40.5772	*	Q 0105-4050      	01 07 31.9	-40 34 38	 	      	    	     	    	*	 2.830	    	*	20.15	     	     	-27.2	    	    	 970
    5661	227.77	-86.32	016.8842	-28.0122	*	2QZ J010732-2800 	01 07 32.2	-28 00 44	O	      	    	     	    	 	 1.067	    	*	19.94	     	-0.34	-24.5	    	 487	 487
    5662	280.65	-81.27	016.8946	-35.1486	*	Q 0105-3524      	01 07 34.7	-35 08 55	 	      	    	     	    	*	 2.120	    	 	19.10	     	     	-27.0	1757	    	1757
    5663	221.06	-86.39	016.8946	-27.5811	*	2QZ J010734-2734 	01 07 34.7	-27 34 52	O	      	    	     	    	 	 2.320	    	*	20.47	     	-0.56	-26.0	    	 487	 487
    5664	274.06	-82.99	016.8987	-33.2097	*	Q 0105-3328      	01 07 35.7	-33 12 35	O	      	    	     	    	*	 2.410	    	R	18.70	     	     	-27.3	    	    	 583
    5665	275.44	-82.69	016.9000	-33.5542	*	Q 0105-3349      	01 07 36.0	-33 33 15	O	      	    	     	    	 	 1.898	    	O	18.60	     	     	-27.2	1757	    	 374
    5666	131.84	-62.91	016.9042	 -0.3200	*	Q 0105-0035      	01 07 37.0	-00 19 12	O	      	    	     	    	 	 0.737	    	O	18.20	     	     	-25.2	    	    	 359
    5667	287.92	-77.76	016.9050	-38.8908	*	Q 0105-3909      	01 07 37.2	-38 53 27	O	      	1374	     	    	 	 2.310	    	 	18.10	     	     	-28.0	1143	1261	1481
    5668	285.23	-79.33	016.9129	-37.2319	*	Q 0105-3729      	01 07 39.1	-37 13 55	O	      	    	     	    	*	 1.310	    	O	18.80	     	     	-26.1	    	    	 583
    5669	132.14	-63.76	016.9158	 -1.1783	*	SDSSp J01076-0110	01 07 39.8	-01 10 42	O	      	1802	     	    	 	 1.597	    	 	19.19	     	     	-26.2	    	    	1802
    5670	258.15	-85.04	016.9192	-30.5922	*	2QZ J010740-3035 	01 07 40.6	-30 35 32	O	      	    	     	    	 	 1.921	    	*	19.86	     	-0.25	-26.0	    	 489	 489
    5671	204.92	-86.33	016.9250	-26.5583	 	Q 0105-2649      	01 07 42.0	-26 33 30	O	      	 928	     	    	 	 2.463	    	 	17.70	     	     	-28.9	    	    	1416
    5672	233.93	-86.16	016.9321	-28.4433	*	2QZ J010743-2826 	01 07 43.7	-28 26 36	O	      	    	     	    	 	 1.520	    	*	20.57	     	-1.46	-24.7	    	 489	 489
    5673	220.52	-86.35	016.9354	-27.5506	*	Q 0105-278       	01 07 44.5	-27 33 02	O	      	    	     	    	 	 2.725	    	*	18.78	 0.12	-0.15	-28.2	    	2180	 487
    5674	260.52	-84.81	016.9358	-30.8997	*	2QZ J010744-3053 	01 07 44.6	-30 53 59	O	      	    	     	    	 	 1.801	    	*	19.72	     	-0.07	-25.9	    	 489	 489
    5675	184.43	-85.80	016.9358	-25.0644	*	CT 359           	01 07 44.6	-25 03 52	O	      	    	     	    	 	 1.829	    	O	17.20	     	     	-28.5	 339	    	2296
    5676	238.49	-86.04	016.9363	-28.7781	*	2QZ J010744-2846 	01 07 44.7	-28 46 41	O	      	    	     	    	 	 1.169	    	*	19.03	     	-1.29	-25.6	    	 489	 489
    5677	287.45	-77.99	016.9392	-38.6483	*	Q 0105-3854      	01 07 45.4	-38 38 54	O	      	    	     	    	*	 1.290	    	O	18.30	     	     	-26.5	    	    	 583
    5678	266.32	-84.17	016.9417	-31.7453	*	2QZ J010745-3144 	01 07 46.0	-31 44 43	O	      	    	     	    	 	 0.738	    	*	19.86	     	 0.03	-23.5	    	 487	 487
    5679	136.28	-72.31	016.9425	 -9.8611	*	SDSS J01077-0951 	01 07 46.2	-09 51 40	O	      	   1	     	    	 	 1.857	    	 	20.39	     	     	-25.3	    	    	   1
    5680	291.35	-74.72	016.9438	-42.0353	*	Q 0105-4218      	01 07 46.5	-42 02 07	O	      	    	     	    	*	 1.670	    	O	19.10	     	     	-26.3	    	    	 583
    5681	137.10	-73.39	016.9471	-10.9714	*	SDSS J01077-1058 	01 07 47.3	-10 58 17	O	      	   1	     	    	 	 1.322	    	 	19.84	     	     	-25.1	    	    	   1
    5682	229.71	-86.24	016.9475	-28.1553	*	Q 0105-284       	01 07 47.4	-28 09 19	O	      	    	     	    	 	 2.880	    	*	19.76	 0.21	 0.99	-27.4	    	2180	2180
    5683	264.93	-84.33	016.9496	-31.5339	*	2QZ J010747-3132 	01 07 47.9	-31 32 02	O	      	    	     	    	 	 1.086	    	*	20.36	     	-0.34	-24.1	    	 489	 489
    5684	291.45	-74.55	016.9654	-42.2117	*	Q 0105-4228      	01 07 51.7	-42 12 42	 	      	    	     	    	*	 2.960	    	*	19.94	     	     	-27.6	    	    	 970
    5685	289.22	-76.63	016.9662	-40.0558	*	Q 0105-4019      	01 07 51.9	-40 03 21	 	      	    	     	    	*	 2.230	    	*	17.80	     	     	-28.4	    	    	 970
    5686	275.14	-82.65	016.9662	-33.5714	*	0105-3384        	01 07 51.9	-33 34 17	O	      	    	     	    	 	 2.437	    	R	18.80	     	     	-27.2	 374	    	 374
    5687	288.94	-76.85	016.9675	-39.8311	*	Q 0105-4005      	01 07 52.2	-39 49 52	 	      	    	     	    	*	 1.870	    	*	18.21	     	     	-27.5	    	    	 970
    5688	289.75	-76.18	016.9688	-40.5244	*	Q 0105-4047      	01 07 52.5	-40 31 28	 	      	    	     	    	*	 2.180	    	*	20.18	     	     	-26.0	    	    	 970
    5689	256.99	-85.06	016.9775	-30.5022	*	6QZ J010754-3030 	01 07 54.6	-30 30 08	O	      	    	     	    	 	 1.158	    	*	17.97	     	-0.94	-26.6	    	 489	 489
    5690	267.72	-83.94	016.9779	-32.0203	*	2QZ J010754-3201 	01 07 54.7	-32 01 13	O	      	    	     	    	 	 1.035	    	*	20.43	     	-0.37	-23.9	    	 489	 489
    5691	289.71	-76.19	016.9783	-40.5156	*	Q 0105-4046      	01 07 54.8	-40 30 56	 	      	    	     	    	*	 1.870	    	*	19.26	     	     	-26.5	    	    	 970
    5692	136.46	-72.40	016.9792	 -9.9622	*	SDSS J01079-0957 	01 07 55.0	-09 57 44	O	      	   1	     	    	 	 2.133	    	 	19.42	     	     	-26.7	    	    	   1
    5693	219.19	-86.32	016.9817	-27.4689	*	2QZ J010755-2728 	01 07 55.6	-27 28 08	O	      	    	     	    	 	 1.841	    	*	20.69	     	-0.87	-25.0	    	 487	 487
    5694	277.28	-82.10	016.9833	-34.1875	*	Q 0105-3427      	01 07 56.0	-34 11 15	 	      	    	     	    	*	 2.310	    	 	20.70	     	     	-25.7	1757	    	1757
    5695	216.30	-86.33	016.9838	-27.2839	*	2QZ J010756-2717 	01 07 56.1	-27 17 02	O	      	    	     	    	 	 1.680	    	*	20.70	     	-1.00	-24.8	    	 487	 487
    5696	136.05	-71.76	016.9871	 -9.3081	*	SDSS J01079-0918 	01 07 56.9	-09 18 29	O	      	   1	     	    	 	 1.727	    	 	19.62	     	     	-25.9	    	    	   1
    5697	135.66	-71.14	016.9917	 -8.6775	*	SDSS J01079-0840 	01 07 58.0	-08 40 39	O	      	   1	     	    	 	 1.714	    	 	21.67	     	     	-23.8	    	    	   1
    5698	252.78	-85.34	016.9917	-30.0536	*	2QZ J010758-3003 	01 07 58.0	-30 03 13	O	      	    	     	    	 	 2.585	    	*	20.39	     	-0.37	-26.4	    	 489	 489
    5699	288.61	-77.03	016.9933	-39.6347	*	Q 0105-3954      	01 07 58.4	-39 38 05	O	      	    	     	    	*	 2.900	    	R	18.70	     	     	-27.8	    	    	 583
    5700	136.77	-72.75	016.9946	-10.3211	*	SDSS J01079-1019 	01 07 58.7	-10 19 16	O	      	   1	     	    	 	 2.555	    	 	18.50	     	     	-28.3	    	    	   1
    5701	228.37	-86.21	016.9979	-28.0758	*	2QZ J010759-2804 	01 07 59.5	-28 04 33	O	      	    	     	    	 	 1.189	    	*	20.28	     	-0.82	-24.4	    	 489	 489
    5702	250.56	-85.46	017.0004	-29.8372	*	Q 0105-301       	01 08 00.1	-29 50 14	O	      	    	     	    	 	 1.080	    	*	17.06	 0.36	-1.10	-27.0	    	2180	2180
    5703	136.61	-72.46	017.0079	-10.0342	*	SDSS J01080-1002 	01 08 01.9	-10 02 03	O	      	   1	     	    	 	 2.941	    	 	19.46	     	     	-28.0	    	    	   1
    5704	251.08	-85.42	017.0113	-29.8950	*	2QZ J010802-2953 	01 08 02.7	-29 53 42	O	      	    	     	    	 	 1.497	    	*	20.24	     	-0.40	-25.0	    	 489	 489
    5705	290.48	-75.39	017.0121	-41.3303	*	Q 0105-4135      	01 08 02.9	-41 19 49	 	      	    	     	    	*	 2.370	    	*	20.08	     	     	-26.4	    	    	 970
    5706	252.17	-85.35	017.0150	-30.0064	*	2QZ J010803-3000 	01 08 03.6	-30 00 23	O	      	    	     	    	 	 1.776	    	*	19.72	     	-0.26	-25.9	    	 489	 489
    5707	296.43	-66.12	017.0158	-50.7983	*	CTS G19.09       	01 08 03.8	-50 47 54	O	      	    	     	    	 	 2.190	    	O	18.20	     	     	-28.0	1331	    	1331
    5708	257.53	-84.97	017.0196	-30.5994	*	2QZ J010804-3035 	01 08 04.7	-30 35 58	O	      	    	     	    	 	 1.181	    	*	20.80	     	-0.66	-23.8	    	 489	 489
    5709	287.87	-77.49	017.0225	-39.1467	*	HE 0105-3924     	01 08 05.4	-39 08 48	O	      	    	     	    	 	 0.804	    	O	16.60	     	     	-27.1	    	    	2296
    5710	252.59	-85.32	017.0242	-30.0556	*	2QZ J010805-3003 	01 08 05.8	-30 03 20	O	      	    	     	    	 	 1.897	    	*	20.84	     	-1.09	-24.9	    	 489	 489
    5711	128.69	-46.09	017.0267	+16.5972	*	HS 0105+1619     	01 08 06.4	+16 35 50	O	      	    	     	    	 	 2.640	    	R	17.10	     	     	-29.2	    	    	 816
    5712	286.61	-78.29	017.0271	-38.3036	*	Q 0105-3834      	01 08 06.5	-38 18 13	 	      	    	     	    	*	 2.250	    	*	19.48	     	     	-26.7	    	    	 970
    5713	298.29	-60.37	017.0283	-56.6067	*	CT 616           	01 08 06.8	-56 36 24	O	      	    	     	    	 	 2.010	    	O	19.00	     	     	-27.0	1333	    	1333
    5714	242.93	-85.79	017.0317	-29.1694	*	2QZ J010807-2910 	01 08 07.6	-29 10 10	O	      	    	     	    	 	 1.518	    	*	20.12	     	-0.64	-25.1	    	 489	 489
