#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T16:50:48
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7638
#INFO	CatalogsExamined=14
#  14 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=9028
#Name: IX/28A
#Title:	ROSAT HRI Pointed Observations (1RXH) (ROSAT Team, 2000)
#Table	IX_28A_hricat:
#Name: IX/28A/hricat
#Title:	ROSAT Source Catalog of Pointed Observations with the High Resolution Imager (1RXH)
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RAJ2000=308.2000, DEJ2000=+41.0000)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	n_1RXH	(I2)	? Number of sources sharing a common 1RXH name        (link)	[ucd=NOTE]
#Column	1RXH	(A21)	Name of catalogued detection        (link)	[ucd=ID_MAIN]
#Column	ErrPos	(I3)	Total positional error	[ucd=ERROR]
#Column	CRate	(E9.2)	Estimate of net count rate	[ucd=PHOT_COUNT-RATE_X]
#Column	e_CRate	(E8.1)	? Mean error on CRate	[ucd=ERROR]
#Column	varFlag	(A1)	[NTP] Source variability	[ucd=CODE_VARIAB]
#Column	SRCflags	(A13)	[.cdefiu_mnpavw] Source flags	[ucd=CODE_MISC]
#Column	SEQflags	(A8)	[.DABEFMS_+] Sequence flags	[ucd=CODE_MISC]
#Column	Comment	(A5)	Source comment	[ucd=REMARKS]
#Column	begDate	(A10)	Observation start date	[ucd=TIME_DATE]
#Column	RAJ2000	(F8.4)	Source Right Ascension (J2000)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F8.4)	Source Declination (J2000)	[ucd=POS_EQ_DEC_MAIN]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	n_1RXH	1RXH	ErrPos	CRate	e_CRate	varFlag	SRCflags	SEQflags	Comment	begDate	RAJ2000	DEJ2000
   99327	 9.59970	075.68	-07.95	313.4360	+32.3620	  	1RXH J205344.6+322143	  8	 3.83e-02	 2.2e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.4360	+32.3620
   99564	 9.70870	075.68	-08.07	313.5473	+32.2851	  	1RXH J205411.3+321706	  4	 1.80e-02	 1.9e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5473	+32.2851
   99976	 9.88747	075.69	-08.27	313.7293	+32.1594	  	1RXH J205455.0+320933	  3	 1.56e-01	 5.5e-03	N	..e.i._.npav.	D.B...._	     	1995-05-02	313.7293	+32.1594
   99286	 9.57242	075.69	-07.92	313.4105	+32.3822	  	1RXH J205338.5+322256	  4	 8.37e-02	 4.2e-03	N	..e.iu_.npav.	D.BE..._	     	1994-11-09	313.4105	+32.3822
   99345	 9.60937	075.69	-07.96	313.4483	+32.3561	  	1RXH J205347.5+322122	  5	 5.01e-02	 2.5e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.4483	+32.3561
   99767	 9.78131	075.69	-08.16	313.6244	+32.2352	  	1RXH J205429.8+321406	  4	 2.11e-02	 2.0e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6244	+32.2352
   99274	 9.56150	075.69	-07.91	313.4006	+32.3904	  	1RXH J205336.1+322325	  4	 9.11e-02	 4.4e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4006	+32.3904
   99382	 9.62556	075.69	-07.98	313.4670	+32.3455	  	1RXH J205352.0+322043	  5	 3.24e-02	 2.6e-03	N	..e.iu_.npav.	D.BE..._	     	1994-11-09	313.4670	+32.3455
  100129	 9.99538	075.69	-08.39	313.8424	+32.0852	  	1RXH J205522.1+320506	  5	 1.06e-01	 4.8e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.8424	+32.0852
  100079	 9.95903	075.69	-08.35	313.8059	+32.1108	  	1RXH J205513.4+320638	  4	 8.98e-02	 4.6e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.8059	+32.1108
   99650	 9.72895	075.69	-08.10	313.5735	+32.2730	  	1RXH J205417.6+321622	  4	 2.07e-02	 2.0e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.5735	+32.2730
   99589	 9.70876	075.69	-08.08	313.5534	+32.2874	  	1RXH J205412.8+321714	  4	 1.92e-02	 1.9e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.5534	+32.2874
   99757	 9.77338	075.69	-08.15	313.6192	+32.2419	  	1RXH J205428.6+321430	  4	 1.80e-02	 1.9e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6192	+32.2419
   99288	 9.57074	075.69	-07.92	313.4130	+32.3850	  	1RXH J205339.1+322305	  4	 8.44e-02	 4.2e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4130	+32.3850
   99853	 9.82026	075.69	-08.20	313.6673	+32.2091	  	1RXH J205440.1+321232	  3	 2.65e-02	 2.3e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.6673	+32.2091
   99482	 9.67221	075.69	-08.04	313.5170	+32.3135	  	1RXH J205404.0+321848	  5	 2.02e-02	 2.1e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5170	+32.3135
  100083	 9.95816	075.69	-08.35	313.8080	+32.1126	  	1RXH J205513.9+320645	  3	 8.79e-02	 4.3e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.8080	+32.1126
   99381	 9.62012	075.69	-07.98	313.4663	+32.3512	  	1RXH J205351.9+322104	  5	 3.51e-02	 2.6e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4663	+32.3512
   99306	 9.57664	075.69	-07.93	313.4242	+32.3828	  	1RXH J205341.8+322258	  4	 6.92e-02	 3.9e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.4242	+32.3828
   99393	 9.62133	075.69	-07.98	313.4700	+32.3513	  	1RXH J205352.7+322104	  6	 5.53e-02	 2.6e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.4700	+32.3513
   99517	 9.68061	075.70	-08.05	313.5313	+32.3098	  	1RXH J205407.5+321835	  5	 1.91e-02	 2.0e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5313	+32.3098
   99328	 9.58714	075.70	-07.94	313.4360	+32.3758	  	1RXH J205344.6+322232	  5	 5.67e-02	 3.5e-03	N	..e.iu_..pav.	..BEF.._	     	1995-05-03	313.4360	+32.3758
   99335	 9.58794	075.70	-07.95	313.4435	+32.3778	  	1RXH J205346.4+322240	  4	 5.53e-02	 3.4e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.4435	+32.3778
   99917	 9.83696	075.70	-08.22	313.6968	+32.2023	  	1RXH J205447.2+321208	  3	 3.67e-02	 2.7e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.6968	+32.2023
   99992	 9.87681	075.70	-08.27	313.7377	+32.1745	  	1RXH J205457.0+321028	  2	 1.82e-01	 6.0e-03	N	..e.i._.npav.	D.B...._	     	1995-05-02	313.7377	+32.1745
   95394	 4.25245	075.70	+01.21	304.4774	+37.8657	  	1RXH J201754.5+375156	  3	 8.76e-04	 3.2e-04	N	......_......	.......+	     	1994-11-14	304.4774	+37.8657
   99390	 9.61075	075.70	-07.97	313.4689	+32.3625	  	1RXH J205352.5+322144	  4	 3.81e-02	 2.8e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4689	+32.3625
   99506	 9.66600	075.70	-08.04	313.5275	+32.3244	  	1RXH J205406.6+321927	  4	 2.31e-02	 2.1e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.5275	+32.3244
   99466	 9.64919	075.71	-08.02	313.5110	+32.3365	  	1RXH J205402.6+322011	  5	 2.46e-02	 2.3e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5110	+32.3365
   99977	 9.86387	075.71	-08.26	313.7294	+32.1855	  	1RXH J205455.0+321107	  2	 5.07e-02	 3.1e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.7294	+32.1855
   99574	 9.68349	075.71	-08.06	313.5500	+32.3139	  	1RXH J205411.9+321849	  5	 2.18e-02	 2.1e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5500	+32.3139
  100019	 9.88519	075.71	-08.28	313.7547	+32.1720	  	1RXH J205501.1+321019	  2	 1.66e-01	 5.7e-03	N	..e.iu_.npav.	D.B...._	     	1995-05-02	313.7547	+32.1720
   99963	 9.85059	075.71	-08.24	313.7214	+32.1970	  	1RXH J205453.1+321149	  2	 4.29e-02	 2.9e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.7214	+32.1970
  100024	 9.88615	075.71	-08.28	313.7586	+32.1725	  	1RXH J205502.0+321021	  3	 6.69e-02	 3.7e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.7586	+32.1725
   99966	 9.84977	075.71	-08.24	313.7224	+32.1983	  	1RXH J205453.3+321153	  2	 2.63e-01	 7.6e-03	N	..e.i._.npav.	D.B...._	     	1995-05-02	313.7224	+32.1983
   99697	 9.72250	075.71	-08.10	313.5945	+32.2883	  	1RXH J205422.6+321717	  3	 2.70e-02	 2.3e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.5945	+32.2883
  100022	 9.88303	075.71	-08.28	313.7575	+32.1755	  	1RXH J205501.8+321031	  2	 1.62e-01	 5.6e-03	N	..e.i._.npav.	D.B...._	     	1995-05-02	313.7575	+32.1755
  100032	 9.89171	075.71	-08.29	313.7675	+32.1699	  	1RXH J205504.1+321011	  3	 6.56e-02	 3.6e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.7675	+32.1699
   99955	 9.84328	075.71	-08.24	313.7187	+32.2040	  	1RXH J205452.4+321214	  2	 5.55e-02	 3.3e-03	N	..e.iu_..pav.	..BEF.._	     	1995-05-03	313.7187	+32.2040
   99956	 9.84201	075.72	-08.24	313.7187	+32.2054	  	1RXH J205452.4+321219	  2	 5.02e-02	 3.1e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.7187	+32.2054
   99953	 9.84084	075.72	-08.23	313.7177	+32.2063	  	1RXH J205452.2+321222	  2	 5.49e-02	 3.2e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.7177	+32.2063
   99741	 9.73425	075.72	-08.12	313.6107	+32.2817	  	1RXH J205426.5+321654	  3	 2.41e-02	 2.2e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6107	+32.2817
   99405	 9.60033	075.72	-07.97	313.4760	+32.3767	  	1RXH J205354.2+322236	  4	 4.32e-02	 2.9e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4760	+32.3767
   99592	 9.66910	075.72	-08.05	313.5540	+32.3313	  	1RXH J205412.9+321952	  4	 2.43e-02	 2.2e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.5540	+32.3313
   99919	 9.80826	075.73	-08.20	313.6981	+32.2345	  	1RXH J205447.5+321404	  2	 4.38e-02	 2.9e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6981	+32.2345
   99896	 9.79494	075.73	-08.19	313.6847	+32.2439	  	1RXH J205444.3+321437	  3	 3.63e-02	 2.6e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.6847	+32.2439
   99474	 9.62467	075.73	-08.00	313.5131	+32.3643	  	1RXH J205403.1+322151	  4	 3.26e-02	 2.6e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5131	+32.3643
   99879	 9.78658	075.73	-08.18	313.6783	+32.2506	  	1RXH J205442.7+321501	  3	 4.02e-02	 2.8e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6783	+32.2506
   99908	 9.79863	075.73	-08.19	313.6912	+32.2424	  	1RXH J205445.8+321432	  2	 4.29e-02	 2.9e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.6912	+32.2424
  100192	 9.98556	075.73	-08.40	313.8800	+32.1112	  	1RXH J205531.2+320640	 10	 1.41e-02	 1.7e-03	N	..e.i._.npav.	D.B...._	     	1995-05-02	313.8800	+32.1112
   99497	 9.63148	075.73	-08.01	313.5226	+32.3605	  	1RXH J205405.4+322137	  4	 3.12e-02	 2.5e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5226	+32.3605
   99618	 9.66841	075.73	-08.05	313.5605	+32.3346	  	1RXH J205414.5+322004	  4	 2.47e-02	 2.2e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.5605	+32.3346
   99867	 9.77999	075.73	-08.17	313.6738	+32.2561	  	1RXH J205441.7+321521	  2	 3.92e-02	 2.7e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6738	+32.2561
   99486	 9.62568	075.73	-08.00	313.5175	+32.3649	  	1RXH J205404.2+322153	  4	 3.87e-02	 2.7e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.5175	+32.3649
   99899	 9.79070	075.73	-08.19	313.6865	+32.2493	  	1RXH J205444.7+321457	  2	 4.28e-02	 2.9e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6865	+32.2493
   99537	 9.64505	075.73	-08.03	313.5389	+32.3519	  	1RXH J205409.3+322106	  4	 2.85e-02	 2.4e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5389	+32.3519
   99611	 9.66343	075.73	-08.05	313.5590	+32.3395	  	1RXH J205414.1+322022	  4	 2.48e-02	 2.2e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.5590	+32.3395
   99582	 9.65531	075.73	-08.04	313.5517	+32.3456	  	1RXH J205412.4+322044	  4	 2.74e-02	 2.3e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.5517	+32.3456
   95367	 4.23445	075.74	+01.33	304.3732	+37.9645	  	1RXH J201729.5+375752	  3	 6.64e-04	 2.8e-04	T	......_.n....	......._	     	1994-10-30	304.3732	+37.9645
   99627	 9.66357	075.74	-08.05	313.5645	+32.3415	  	1RXH J205415.4+322029	  4	 2.58e-02	 2.2e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.5645	+32.3415
   99704	 9.69511	075.74	-08.08	313.5968	+32.3194	  	1RXH J205423.2+321910	  3	 2.93e-02	 2.4e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.5968	+32.3194
   99821	 9.74995	075.74	-08.14	313.6524	+32.2808	  	1RXH J205436.5+321651	  3	 3.67e-02	 2.7e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.6524	+32.2808
   99687	 9.68538	075.74	-08.07	313.5896	+32.3273	  	1RXH J205421.5+321938	  3	 3.01e-02	 2.4e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5896	+32.3273
   95365	 4.22566	075.75	+01.36	304.3549	+37.9901	  	1RXH J201725.1+375924	 14	 3.67e-04	 2.6e-04	N	..e.iu_.np...	......._	     	1994-10-30	304.3549	+37.9901
   95364	 4.22562	075.75	+01.36	304.3543	+37.9906	  	1RXH J201725.0+375926	 11	 4.38e-04	 2.6e-04	N	......_.n....	......._	     	1994-10-30	304.3543	+37.9906
   95427	 4.12399	075.82	+01.11	304.6583	+37.9120	  	1RXH J201838.0+375443	  5	 1.25e-03	 4.6e-04	N	.....u_.n....	......._	     	1994-10-30	304.6583	+37.9120
   95425	 4.12410	075.82	+01.12	304.6566	+37.9130	  	1RXH J201837.5+375446	  2	 1.56e-03	 4.7e-04	N	......_.n....	......._	     	1994-10-30	304.6566	+37.9130
   95424	 4.12380	075.82	+01.12	304.6557	+37.9140	  	1RXH J201837.3+375450	  2	 1.02e-03	 3.7e-04	N	......_.n....	......._	     	1994-11-14	304.6557	+37.9140
   95426	 4.12367	075.82	+01.12	304.6564	+37.9137	  	1RXH J201837.5+375449	  3	 9.76e-04	 3.7e-04	N	.....u_.n....	......._	     	1994-11-14	304.6564	+37.9137
   95428	 4.12282	075.82	+01.11	304.6585	+37.9134	  	1RXH J201838.0+375448	  4	 1.64e-03	 4.8e-04	N	.....u_......	......._	     	1994-10-30	304.6585	+37.9134
   95382	 4.14508	075.83	+01.32	304.4460	+38.0332	  	1RXH J201747.0+380159	  2	 1.42e-03	 3.1e-04	N	..e.iu_..p...	......._	     	1994-10-30	304.4460	+38.0332
   95381	 4.14494	075.83	+01.32	304.4456	+38.0337	  	1RXH J201746.9+380201	  1	 1.38e-03	 3.1e-04	N	..e.i._..p...	.......+	     	1994-10-30	304.4456	+38.0337
   95387	 4.14473	075.83	+01.32	304.4468	+38.0331	  	1RXH J201747.2+380159	  5	 1.38e-03	 3.1e-04	N	..e.iu_..p...	......._	     	1994-10-30	304.4468	+38.0331
   95383	 4.14485	075.83	+01.32	304.4459	+38.0336	  	1RXH J201747.0+380201	  2	 1.44e-03	 4.6e-04	T	......_.n....	......._	     	1994-04-16	304.4459	+38.0336
   95384	 4.14447	075.83	+01.32	304.4462	+38.0339	  	1RXH J201747.0+380202	  1	 1.18e-03	 2.3e-04	N	......_......	.......+	     	1994-11-14	304.4462	+38.0339
   95385	 4.14429	075.83	+01.32	304.4464	+38.0340	  	1RXH J201747.1+380202	  4	 1.44e-03	 4.6e-04	T	.....u_.n....	......._	     	1994-04-16	304.4464	+38.0340
   95389	 4.14385	075.83	+01.32	304.4483	+38.0332	  	1RXH J201747.6+380159	  7	 1.56e-03	 3.2e-04	N	..e.iu_..p...	......._	     	1994-10-30	304.4483	+38.0332
   95386	 4.14401	075.83	+01.32	304.4465	+38.0343	  	1RXH J201747.1+380203	  2	 1.11e-03	 2.3e-04	N	.....u_......	......._	     	1994-11-14	304.4465	+38.0343
   95388	 4.14279	075.83	+01.32	304.4481	+38.0348	  	1RXH J201747.5+380205	  5	 1.18e-03	 2.3e-04	N	.....u_.n....	......._	     	1994-11-14	304.4481	+38.0348
   95311	 4.44626	075.85	+02.46	303.2574	+38.6813	  	1RXH J201301.7+384052	  7	 5.15e-03	 9.6e-04	N	..e.iu_.np...	......._	     	1994-04-13	303.2574	+38.6813
   95313	 4.44595	075.85	+02.45	303.2582	+38.6809	  	1RXH J201301.9+384051	  6	 4.65e-03	 9.6e-04	N	..e.i._..p...	.......+	     	1994-04-13	303.2582	+38.6809
   95402	 4.10773	075.86	+01.26	304.5283	+38.0241	  	1RXH J201806.7+380126	 14	 4.09e-04	 3.8e-04	N	..e.i._.np...	......._	     	1994-04-16	304.5283	+38.0241
   95374	 4.12374	075.86	+01.39	304.3917	+38.1035	  	1RXH J201734.0+380612	  2	 3.97e-04	 2.6e-04	T	......_.n....	......._	     	1994-10-30	304.3917	+38.1035
   95377	 4.12340	075.86	+01.39	304.3931	+38.1029	  	1RXH J201734.3+380610	  3	 7.94e-04	 4.2e-04	T	......_.n....	......._	     	1994-04-16	304.3931	+38.1029
   95375	 4.12341	075.86	+01.39	304.3919	+38.1038	  	1RXH J201734.0+380613	  3	 9.34e-04	 2.3e-04	P	.....u_.n....	......._	     	1994-11-14	304.3919	+38.1038
   95376	 4.12331	075.86	+01.40	304.3917	+38.1041	  	1RXH J201734.0+380614	  2	 9.48e-04	 2.4e-04	P	......_......	.......+	     	1994-11-14	304.3917	+38.1041
   95392	 4.09950	075.88	+01.34	304.4641	+38.0824	  	1RXH J201751.3+380456	 14	 3.19e-04	 2.5e-04	N	..e.i._.np...	......._	     	1994-10-30	304.4641	+38.0824
   95393	 4.09349	075.88	+01.33	304.4744	+38.0830	  	1RXH J201753.8+380458	  4	 9.49e-04	 3.0e-04	N	......_.n....	......._	     	1994-10-30	304.4744	+38.0830
   95397	 4.05715	075.92	+01.32	304.5099	+38.1066	  	1RXH J201802.3+380623	  2	 1.09e-03	 3.3e-04	N	......_.n....	......._	     	1994-10-30	304.5099	+38.1066
   95396	 4.05713	075.92	+01.32	304.5094	+38.1070	  	1RXH J201802.2+380625	  3	 1.17e-03	 3.3e-04	N	.....u_.n....	......._	     	1994-10-30	304.5094	+38.1070
   95398	 4.05655	075.92	+01.32	304.5102	+38.1072	 2	1RXH J201802.4+380626	  1	 1.03e-03	 2.6e-04	N	......_......	.......+	     	1994-11-14	304.5102	+38.1072
   95399	 4.05628	075.92	+01.32	304.5103	+38.1075	 2	1RXH J201802.4+380626	  2	 1.01e-03	 2.6e-04	N	.....u_......	......._	     	1994-11-14	304.5103	+38.1075
   95395	 4.05606	075.92	+01.32	304.5087	+38.1090	  	1RXH J201802.0+380632	  9	 9.99e-04	 3.2e-04	N	..e.iu_.np...	......._	     	1994-10-30	304.5087	+38.1090
   95363	 4.07970	075.92	+01.47	304.3528	+38.1959	  	1RXH J201724.6+381145	 11	 2.07e-03	 6.5e-04	N	......_.n....	......._	     	1994-04-16	304.3528	+38.1959
   95390	 4.05991	075.92	+01.38	304.4486	+38.1490	  	1RXH J201747.6+380856	  8	 1.06e-03	 3.4e-04	N	..e.i._.np...	......._	     	1994-10-30	304.4486	+38.1490
   95391	 4.05910	075.92	+01.38	304.4523	+38.1473	  	1RXH J201748.5+380850	  9	 1.28e-03	 3.5e-04	N	..e.iu_.np...	......._	     	1994-10-30	304.4523	+38.1473
   95400	 4.04828	075.93	+01.32	304.5118	+38.1174	  	1RXH J201802.8+380702	  4	 8.55e-04	 3.2e-04	N	.....u_.n....	......._	     	1994-10-30	304.5118	+38.1174
   95401	 4.04801	075.93	+01.32	304.5119	+38.1177	  	1RXH J201802.8+380703	  2	 7.73e-04	 3.1e-04	T	......_.n....	......._	     	1994-10-30	304.5119	+38.1177
   95380	 4.05825	075.93	+01.40	304.4360	+38.1610	  	1RXH J201744.6+380939	  8	 8.34e-04	 3.4e-04	N	......_.n....	......._	     	1994-10-30	304.4360	+38.1610
   95418	 4.02263	075.94	+01.23	304.6230	+38.0713	  	1RXH J201829.5+380416	  2	 9.08e-04	 2.9e-04	P	......_.n....	......._	     	1994-11-14	304.6230	+38.0713
   95403	 4.02993	075.94	+01.29	304.5527	+38.1123	  	1RXH J201812.6+380644	  2	 6.26e-04	 3.2e-04	T	......_.n....	......._	     	1994-10-30	304.5527	+38.1123
   95416	 4.01324	075.95	+01.23	304.6227	+38.0842	  	1RXH J201829.4+380502	  2	 7.20e-04	 2.9e-04	P	......_.n....	......._	     	1994-11-14	304.6227	+38.0842
   95419	 4.01318	075.95	+01.23	304.6231	+38.0840	  	1RXH J201829.5+380502	  5	 1.65e-03	 4.1e-04	N	..e.iu_..p...	......._	     	1994-10-30	304.6231	+38.0840
   95417	 4.01311	075.95	+01.23	304.6228	+38.0843	  	1RXH J201829.4+380503	  3	 7.36e-04	 2.9e-04	P	.....u_......	......._	     	1994-11-14	304.6228	+38.0843
   95421	 4.01294	075.95	+01.23	304.6234	+38.0841	  	1RXH J201829.6+380502	  3	 1.64e-03	 4.1e-04	N	..e.iu_..p...	......._	     	1994-10-30	304.6234	+38.0841
   95420	 4.01295	075.95	+01.23	304.6231	+38.0843	  	1RXH J201829.5+380503	  2	 1.69e-03	 4.1e-04	N	..e.i._..p...	.......+	     	1994-10-30	304.6231	+38.0843
   95362	 4.06281	075.96	+01.55	304.2908	+38.2706	  	1RXH J201709.7+381614	  3	 3.96e-03	 8.2e-04	N	......_.n....	......._	     	1994-10-30	304.2908	+38.2706
   95407	 4.00081	075.97	+01.28	304.5909	+38.1241	  	1RXH J201821.8+380726	  2	 7.18e-04	 3.0e-04	N	......_......	.......+	     	1994-11-14	304.5909	+38.1241
   95373	 4.01627	075.99	+01.50	304.3775	+38.2668	  	1RXH J201730.6+381600	  8	 1.39e-03	 6.3e-04	N	......_.n....	......._	     	1994-10-30	304.3775	+38.2668
   95430	 3.94476	076.01	+01.16	304.7462	+38.0891	  	1RXH J201859.0+380520	  3	 1.13e-03	 5.0e-04	P	......_.n....	......._	     	1994-11-14	304.7462	+38.0891
   95379	 3.99187	076.01	+01.45	304.4335	+38.2567	  	1RXH J201744.0+381524	  9	 1.96e-03	 5.9e-04	N	..e.i._.np...	......._	     	1994-10-30	304.4335	+38.2567
   94756	 6.29434	076.03	+05.62	299.9091	+40.5326	  	1RXH J195938.1+403157	  2	 6.20e-04	 3.9e-04	N	......_.n....	....F.._	     	1995-10-20	299.9091	+40.5326
   94338	 6.37965	076.06	+05.75	299.7831	+40.6180	  	1RXH J195907.9+403704	  3	 8.05e-04	 4.4e-04	N	.....u_.n....	....FM._	     	1993-04-17	299.7831	+40.6180
   94339	 6.37928	076.06	+05.75	299.7836	+40.6179	  	1RXH J195908.0+403704	  2	 8.02e-04	 4.4e-04	N	......_.n....	....FM._	     	1993-04-17	299.7836	+40.6179
   94336	 6.37988	076.06	+05.75	299.7827	+40.6186	  	1RXH J195907.8+403707	  2	 9.10e-04	 2.9e-04	N	......_......	....F..+	     	1995-10-20	299.7827	+40.6186
   94337	 6.37978	076.06	+05.75	299.7828	+40.6189	  	1RXH J195907.8+403708	  2	 8.71e-04	 2.9e-04	N	.....u_......	....F.._	     	1995-10-20	299.7828	+40.6189
   94340	 6.37896	076.06	+05.75	299.7839	+40.6188	  	1RXH J195908.1+403707	  2	 2.71e-04	 4.2e-04	T	......_.n....	.....M._	     	1992-04-21	299.7839	+40.6188
   94368	 6.34643	076.13	+05.77	299.8173	+40.6906	  	1RXH J195916.1+404126	  8	 1.76e-03	 4.8e-04	N	......_.n....	....FM._	     	1996-04-28	299.8173	+40.6906
   94425	 6.33454	076.14	+05.76	299.8324	+40.6957	  	1RXH J195919.7+404144	  7	 9.77e-04	 3.8e-04	N	......_.n....	....F.._	     	1991-11-08	299.8324	+40.6957
   94442	 6.33177	076.14	+05.76	299.8361	+40.6955	  	1RXH J195920.6+404143	  2	 7.95e-04	 2.4e-04	N	......_.n....	....F.._	     	1995-10-20	299.8361	+40.6955
   94528	 6.31664	076.14	+05.74	299.8573	+40.6865	  	1RXH J195925.7+404111	  5	 6.97e-04	 3.7e-04	T	....i._.n.av.	.....M._	     	1992-04-21	299.8573	+40.6865
   94643	 6.30087	076.15	+05.72	299.8792	+40.6787	  	1RXH J195931.0+404043	  6	 1.52e-03	 4.3e-04	N	..e.i._.np...	.....M._	     	1992-04-21	299.8792	+40.6787
   94426	 6.33416	076.15	+05.76	299.8322	+40.7013	  	1RXH J195919.7+404204	  7	 1.20e-03	 3.8e-04	N	..e.i._.npav.	....FM._	     	1993-04-17	299.8322	+40.7013
   94394	 6.33770	076.15	+05.77	299.8270	+40.7054	  	1RXH J195918.4+404219	  2	 1.12e-03	 3.7e-04	T	......_.n....	....FM._	     	1993-04-17	299.8270	+40.7054
   94364	 6.34571	076.15	+05.78	299.8154	+40.7133	  	1RXH J195915.6+404247	  4	 9.61e-04	 3.7e-04	T	....i._.n.av.	....FM._	     	1993-04-17	299.8154	+40.7133
   94526	 6.31616	076.15	+05.74	299.8569	+40.6946	  	1RXH J195925.6+404140	  7	 1.23e-03	 3.8e-04	N	..efi._m.pavw	....FM._	     	1993-04-17	299.8569	+40.6946
   94370	 6.34360	076.15	+05.78	299.8181	+40.7141	  	1RXH J195916.3+404250	  6	 1.49e-03	 4.0e-04	N	..efiu_m.pavw	....FM._	     	1993-04-17	299.8181	+40.7141
