#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T17:28:20
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml17705
#INFO	CatalogsExamined=6
#  6 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=2126
#Name: II/126
#Title:	IRAS Serendipitous Survey Catalog (IPAC 1986)
#Table	II_126_sources:
#Name: II/126/sources
#Title:	Properties of the point sources identified
#Coosys	B1950:	eq_FK4 1950
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RA1950=20 30 59.9, DE1950=+40 49 43)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	IRAS	(A11)	IRAS/SSC Source Name (1)        (link)	[ucd=ID_MAIN]
#Column	RA1950	(A10)	Right Ascension 1950 (hours)	[ucd=POS_EQ_RA_MAIN]
#Column	DE1950	(A9)	Declination 1950 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	ANGLE	(I3)	Position Angle of SSC Source Error Box expressed in degrees East of North.	[ucd=ERROR]
#Column	FLUX12	(E9.2)	Averaged Non-color Corrected Flux Densities(2)	[ucd=PHOT_FLUX_IR_12]
#Column	FLUX25	(E9.2)	Averaged Non-color Corrected Flux Densities(2)	[ucd=PHOT_FLUX_IR_25]
#Column	FLUX60	(E9.2)	Averaged Non-color Corrected Flux Densities(2)	[ucd=PHOT_FLUX_IR_60]
#Column	RGRID	(I5)	Reference Grid Number        (link)	[ucd=REFER_CODE]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	IRAS	RA1950	DE1950	ANGLE	FLUX12	FLUX25	FLUX60	RGRID
   37676	 5.18665	084.54	-01.69	314.5665	+43.1415	20564+4256 	20 56 26.8	+42 56 49	 68	 1.59e-01	 2.06e-01	 9.18e-01	 3500
   37910	 5.14739	084.54	-01.60	314.4745	+43.2001	20560+4300 	20 56 04.9	+43 00 21	 68	 1.87e-01	 3.52e-01	 8.22e-01	 3485
   37967	 5.50625	084.54	-02.32	315.2229	+42.7282	20590+4231 	20 59 03.2	+42 31 53	 68	 1.57e-01	 1.74e-01	 8.22e-01	 3485
   37966	 5.50080	084.55	-02.31	315.2090	+42.7440	20589+4232 	20 58 59.9	+42 32 50	 68	 1.57e-01	 4.60e-01	 7.03e+00	 3485
   37414	 4.91083	084.56	-00.94	313.7995	+43.6444	20534+4327 	20 53 24.1	+43 27 09	 72	 1.94e-01	 1.95e-01	 9.18e-01	 2950
   37685	 5.26005	084.56	-01.81	314.7069	+43.0823	20570+4253 	20 57 00.3	+42 53 14	 68	 1.59e-01	 2.32e-01	 9.18e-01	 3500
   37654	 5.07846	084.56	-01.39	314.2729	+43.3571	20552+4309 	20 55 16.9	+43 09 49	 68	 1.59e-01	 7.37e-01	 8.22e+00	 3500
   37678	 5.21870	084.57	-01.71	314.6095	+43.1494	20566+4257 	20 56 37.1	+42 57 17	 68	 3.29e-01	 4.71e-01	 6.76e+00	 3500
   37921	 5.22387	084.57	-01.71	314.6157	+43.1519	20566+4257 	20 56 38.6	+42 57 26	 68	 3.47e-01	 4.55e-01	 6.85e+00	 3485
   37411	 4.91234	084.58	-00.90	313.7670	+43.6865	20532+4329 	20 53 16.4	+43 29 41	 72	 1.57e-01	 1.95e-01	 2.02e+01	 2950
   37890	 5.10488	084.59	-01.40	314.3054	+43.3689	20554+4310 	20 55 24.7	+43 10 31	 68	 1.57e-01	 8.72e-01	 6.20e+00	 3485
   37423	 4.98047	084.59	-01.07	313.9583	+43.5844	20540+4323 	20 54 02.0	+43 23 31	 72	 6.53e-01	 8.64e-01	 9.18e-01	 2950
   37615	 4.93017	084.59	-00.91	313.7946	+43.6880	20533+4329 	20 53 23.0	+43 29 46	 68	 3.63e-01	 4.73e-01	 1.15e+01	 3500
   37424	 5.00109	084.60	-01.11	314.0082	+43.5618	20542+4322 	20 54 13.9	+43 22 09	 72	 5.39e-01	 1.95e-01	 9.18e-01	 2950
   37633	 5.00735	084.60	-01.12	314.0195	+43.5599	20542+4322 	20 54 16.6	+43 22 02	 68	 5.22e-01	 2.06e-01	 9.18e-01	 3500
   37632	 4.99412	084.60	-01.08	313.9788	+43.5858	20541+4323 	20 54 06.9	+43 23 36	 68	 1.94e-01	 7.24e-01	 9.18e-01	 3500
   37670	 5.17102	084.60	-01.53	314.4518	+43.2967	20559+4306 	20 55 59.6	+43 06 09	 68	 2.72e-01	 2.06e-01	 9.18e-01	 3500
   37674	 5.21693	084.62	-01.60	314.5402	+43.2647	20563+4304 	20 56 20.7	+43 04 13	 68	 1.59e-01	 9.41e-01	 9.18e-01	 3500
   37376	 4.83471	084.62	-00.46	313.3435	+44.0017	20515+4348 	20 51 35.6	+43 48 41	 72	 1.57e-01	 1.95e-01	 2.24e+00	 2950
   37912	 5.21961	084.62	-01.60	314.5435	+43.2659	20563+4304 	20 56 21.5	+43 04 17	 68	 3.99e-01	 1.74e-01	 8.22e-01	 3485
   37882	 5.09797	084.63	-01.29	314.2266	+43.4695	20551+4316 	20 55 06.0	+43 16 34	 68	 1.57e-01	 3.61e-01	 8.22e-01	 3485
   37372	 4.82908	084.63	-00.38	313.2720	+44.0603	20513+4352 	20 51 18.6	+43 52 13	 72	 1.81e-01	 4.31e-01	 9.18e-01	 2950
   37613	 4.94177	084.64	-00.81	313.7274	+43.7883	20531+4335 	20 53 07.1	+43 35 48	 68	 4.89e-01	 2.06e-01	 9.18e-01	 3500
   37378	 4.85370	084.64	-00.48	313.3765	+44.0015	20517+4348 	20 51 43.5	+43 48 40	 72	 1.92e-01	 5.02e-01	 9.18e-01	 2950
   37939	 5.36252	084.65	-01.87	314.8447	+43.1061	20575+4254 	20 57 33.3	+42 54 38	 68	 1.64e-01	 1.74e-01	 8.22e-01	 3485
   37641	 5.06039	084.65	-01.13	314.0824	+43.5870	20545+4323 	20 54 31.7	+43 23 39	 68	 1.59e-01	 1.13e+00	 9.18e-01	 3500
   37937	 5.34539	084.65	-01.82	314.8018	+43.1395	20573+4256 	20 57 23.1	+42 56 39	 68	 1.38e-01	 1.90e-01	 1.90e+00	 3485
   37638	 5.05495	084.66	-01.09	314.0433	+43.6269	20543+4326 	20 54 22.4	+43 26 03	 68	 1.22e+00	 1.38e+00	 1.23e+01	 3500
   37387	 4.89074	084.66	-00.53	313.4527	+43.9893	20520+4347 	20 52 01.7	+43 47 55	 72	 8.55e-01	 1.95e-01	 9.18e-01	 2950
   37417	 5.00114	084.67	-00.91	313.8598	+43.7471	20536+4333 	20 53 38.7	+43 33 18	 72	 2.31e-01	 1.95e-01	 9.18e-01	 2950
   37680	 5.27684	084.67	-01.64	314.6245	+43.2736	20566+4304 	20 56 40.9	+43 04 44	 68	 4.57e-01	 2.06e-01	 9.18e-01	 3500
   37621	 5.00359	084.67	-00.91	313.8640	+43.7468	20536+4333 	20 53 39.7	+43 33 17	 68	 2.25e-01	 1.82e-01	 9.18e-01	 3500
   37377	 4.87156	084.67	-00.42	313.3435	+44.0631	20515+4352 	20 51 35.7	+43 52 22	 72	 1.92e-01	 1.95e-01	 2.98e+00	 2950
   37924	 5.28675	084.68	-01.64	314.6362	+43.2790	20567+4305 	20 56 43.7	+43 05 03	 68	 4.48e-01	 1.74e-01	 8.22e-01	 3485
   37894	 5.17383	084.68	-01.36	314.3474	+43.4638	20555+4316 	20 55 34.9	+43 16 12	 68	 1.92e-01	 1.74e-01	 8.22e-01	 3485
   37400	 4.94267	084.68	-00.66	313.6108	+43.9176	20526+4343 	20 52 39.4	+43 43 35	 72	 1.57e-01	 1.95e-01	 8.41e+00	 2950
   37663	 5.19025	084.69	-01.38	314.3767	+43.4578	20556+4315 	20 55 41.9	+43 15 50	 68	 1.51e+00	 1.47e+00	 9.18e-01	 3500
   37899	 5.19725	084.70	-01.38	314.3846	+43.4620	20557+4316 	20 55 43.8	+43 16 05	 68	 1.53e+00	 1.45e+00	 8.22e-01	 3485
   37956	 5.47792	084.70	-02.01	315.0415	+43.0498	20583+4251 	20 58 20.3	+42 51 13	 68	 1.38e+00	 5.58e-01	 8.22e-01	 3485
   37364	 4.86730	084.70	-00.25	313.1942	+44.1922	20510+4400 	20 51 00.2	+44 00 09	 72	 6.18e-01	 1.95e-01	 9.18e-01	 2950
   37874	 5.11635	084.70	-01.15	314.1512	+43.6126	20548+4325 	20 54 48.2	+43 25 10	 68	 3.80e-01	 1.37e+00	 4.99e+00	 3485
   37960	 5.52160	084.71	-02.08	315.1228	+43.0123	20586+4248 	20 58 39.7	+42 48 57	 68	 2.55e+00	 1.57e+00	 8.22e-01	 3485
   37608	 4.97706	084.71	-00.68	313.6626	+43.9239	20528+4343 	20 52 51.8	+43 43 57	 68	 1.59e-01	 2.06e-01	 5.22e+00	 3500
   37888	 5.17070	084.71	-01.28	314.2896	+43.5397	20553+4320 	20 55 21.2	+43 20 46	 68	 2.54e-01	 1.74e-01	 8.22e-01	 3485
   37606	 4.97554	084.71	-00.67	313.6504	+43.9341	20528+4344 	20 52 48.9	+43 44 34	 68	 1.59e-01	 4.49e-01	 9.18e-01	 3500
   37872	 5.10694	084.71	-01.10	314.1012	+43.6585	20546+4327 	20 54 36.3	+43 27 56	 68	 1.57e-01	 5.92e-01	 8.22e-01	 3485
   37959	 5.52079	084.72	-02.07	315.1152	+43.0259	20586+4249 	20 58 37.9	+42 49 46	 68	 1.57e-01	 1.74e-01	 8.69e+00	 3485
   37922	 5.30375	084.72	-01.59	314.6241	+43.3414	20566+4308 	20 56 40.9	+43 08 48	 68	 6.63e-01	 1.74e-01	 8.22e-01	 3485
   37373	 4.90383	084.73	-00.32	313.2821	+44.1723	20513+4358 	20 51 21.2	+43 58 56	 72	 1.57e-01	 4.83e-01	 9.18e-01	 2950
   37660	 5.19753	084.73	-01.30	314.3302	+43.5412	20555+4320 	20 55 30.9	+43 20 51	 68	 1.59e-01	 6.80e-01	 9.18e-01	 3500
   37887	 5.18115	084.73	-01.25	314.2789	+43.5772	20553+4323 	20 55 18.7	+43 23 01	 68	 1.99e-01	 6.74e-01	 8.22e-01	 3485
   37644	 5.12228	084.74	-01.08	314.1005	+43.6904	20546+4329 	20 54 36.2	+43 29 51	 68	 1.59e-01	 2.06e-01	 4.84e+00	 3500
   37873	 5.13012	084.74	-01.08	314.1093	+43.6952	20546+4330 	20 54 38.3	+43 30 08	 68	 1.57e-01	 1.74e-01	 4.47e+00	 3485
   37659	 5.19584	084.75	-01.26	314.2990	+43.5811	20553+4323 	20 55 23.5	+43 23 15	 68	 1.69e-01	 6.02e-01	 9.18e-01	 3500
   37679	 5.31994	084.76	-01.55	314.6137	+43.3975	20566+4312 	20 56 38.5	+43 12 10	 68	 1.59e-01	 2.06e-01	 4.55e+01	 3500
   37946	 5.44342	084.76	-01.82	314.9016	+43.2221	20577+4301 	20 57 47.1	+43 01 35	 68	 1.57e-01	 1.74e-01	 1.12e+00	 3485
   37886	 5.20114	084.77	-01.22	314.2782	+43.6208	20553+4325 	20 55 18.6	+43 25 38	 68	 1.57e-01	 8.66e-01	 8.22e-01	 3485
   37906	 5.25512	084.77	-01.36	314.4268	+43.5305	20559+4320 	20 55 54.0	+43 20 11	 68	 1.15e+00	 1.60e+00	 1.45e+01	 3485
   37658	 5.20729	084.77	-01.22	314.2879	+43.6208	20553+4325 	20 55 20.9	+43 25 38	 68	 1.63e-01	 8.64e-01	 9.18e-01	 3500
   37668	 5.26223	084.78	-01.36	314.4364	+43.5324	20559+4320 	20 55 56.3	+43 20 18	 68	 1.10e+00	 1.56e+00	 9.18e-01	 3500
   37403	 5.02828	084.78	-00.63	313.6691	+44.0075	20528+4348 	20 52 53.5	+43 48 58	 72	 2.95e-01	 1.95e-01	 9.18e-01	 2950
   37626	 5.09477	084.78	-00.86	313.9125	+43.8634	20538+4340 	20 53 51.5	+43 40 16	 68	 3.04e+00	 1.57e+00	 9.18e-01	 3500
   37651	 5.19417	084.79	-01.15	314.2252	+43.6767	20551+4329 	20 55 06.0	+43 29 00	 68	 1.68e-01	 2.06e-01	 7.08e+00	 3500
   37927	 5.35325	084.79	-01.57	314.6567	+43.4093	20568+4312A	20 56 48.8	+43 12 52	 68	 2.08e+00	 2.41e+00	 5.38e+01	 3485
   37421	 5.10023	084.79	-00.86	313.9171	+43.8684	20538+4340 	20 53 52.6	+43 40 34	 72	 3.16e+00	 1.76e+00	 9.18e-01	 2950
   37881	 5.19419	084.79	-01.15	314.2206	+43.6828	20550+4329 	20 55 04.9	+43 29 22	 68	 1.92e-01	 1.74e-01	 8.06e+00	 3485
   37929	 5.36275	084.79	-01.58	314.6755	+43.4022	20568+4312B	20 56 53.3	+43 12 26	 68	 1.57e-01	 1.74e-01	 8.22e-01	 3485
   37609	 5.04061	084.79	-00.63	313.6795	+44.0184	20529+4349 	20 52 56.0	+43 49 37	 68	 3.84e-01	 2.06e-01	 9.18e-01	 3500
   37599	 5.01435	084.79	-00.52	313.5640	+44.0894	20524+4353 	20 52 28.5	+43 53 54	 68	 2.86e+00	 1.31e+00	 9.18e-01	 3500
   37868	 5.14940	084.80	-00.99	314.0614	+43.7928	20544+4336 	20 54 27.0	+43 36 00	 68	 1.57e-01	 1.74e-01	 3.14e+00	 3485
   37397	 5.02174	084.80	-00.53	313.5736	+44.0925	20525+4354 	20 52 30.8	+43 54 05	 72	 2.78e+00	 1.12e+00	 9.18e-01	 2950
   37673	 5.31649	084.81	-01.43	314.5318	+43.5150	20563+4319 	20 56 19.1	+43 19 14	 68	 3.14e-01	 2.06e-01	 9.18e-01	 3500
   37948	 5.48522	084.81	-01.83	314.9453	+43.2550	20579+4303 	20 57 57.6	+43 03 33	 68	 4.28e-01	 3.61e-01	 8.22e-01	 3485
   37903	 5.27660	084.81	-01.31	314.4138	+43.5962	20558+4324 	20 55 51.0	+43 24 08	 68	 2.81e+00	 3.59e+00	 8.22e-01	 3485
   37360	 4.95504	084.82	-00.10	313.1369	+44.3765	20507+4411 	20 50 46.8	+44 11 13	 72	 1.57e-01	 1.95e-01	 9.18e-01	 2950
   37667	 5.28250	084.82	-01.31	314.4222	+43.5974	20558+4324 	20 55 53.0	+43 24 12	 68	 2.66e+00	 3.82e+00	 9.18e-01	 3500
   37616	 5.09746	084.82	-00.73	313.8123	+43.9794	20534+4347 	20 53 27.7	+43 47 15	 68	 1.59e-01	 6.53e-01	 9.18e-01	 3500
   37880	 5.21531	084.83	-01.09	314.2009	+43.7511	20550+4333 	20 55 00.3	+43 33 28	 68	 1.57e-01	 1.74e-01	 7.33e+00	 3485
   37652	 5.22572	084.83	-01.12	314.2294	+43.7359	20551+4332 	20 55 07.1	+43 32 33	 68	 1.59e-01	 1.80e+00	 9.18e-01	 3500
   37919	 5.35867	084.83	-01.48	314.6047	+43.5027	20566+4318 	20 56 36.5	+43 18 29	 68	 1.41e-01	 1.68e-01	 8.22e-01	 3485
   37883	 5.22719	084.83	-01.12	314.2302	+43.7378	20551+4332 	20 55 07.3	+43 32 40	 68	 1.57e-01	 1.77e+00	 8.22e-01	 3485
   37359	 4.97333	084.84	-00.08	313.1334	+44.4070	20507+4413 	20 50 46.0	+44 13 03	 72	 1.80e-01	 1.95e-01	 9.18e-01	 2950
   37380	 5.01998	084.84	-00.33	313.3978	+44.2546	20518+4403 	20 51 49.0	+44 03 51	 72	 1.57e-01	 7.74e-01	 9.18e-01	 2950
   37947	 5.49770	084.85	-01.77	314.9281	+43.3183	20578+4307 	20 57 53.6	+43 07 21	 68	 4.47e-01	 3.89e-01	 8.22e-01	 3485
   37662	 5.28057	084.85	-01.22	314.3568	+43.6827	20556+4329 	20 55 37.5	+43 29 20	 68	 1.59e-01	 2.06e-01	 5.96e+00	 3500
   37863	 5.17150	084.86	-00.88	313.9971	+43.9106	20541+4343 	20 54 11.8	+43 43 05	 68	 1.57e-01	 1.74e-01	 8.22e-01	 3485
   37664	 5.29660	084.86	-01.25	314.3916	+43.6698	20557+4328 	20 55 45.8	+43 28 33	 68	 3.08e-01	 2.06e-01	 9.18e-01	 3500
   37395	 5.06706	084.86	-00.47	313.5639	+44.1780	20524+4359 	20 52 28.6	+43 59 13	 72	 2.09e-01	 1.95e-01	 9.18e-01	 2950
   37900	 5.29791	084.86	-01.25	314.3924	+43.6715	20557+4328 	20 55 46.0	+43 28 39	 68	 3.59e-01	 1.74e-01	 8.22e-01	 3485
   37655	 5.26039	084.86	-01.14	314.2766	+43.7460	20553+4333 	20 55 18.4	+43 33 09	 68	 2.29e-01	 2.06e-01	 9.18e-01	 3500
   37935	 5.45268	084.87	-01.63	314.7966	+43.4259	20573+4313 	20 57 22.3	+43 13 50	 68	 6.17e-01	 6.12e-01	 8.22e-01	 3485
   37389	 5.05326	084.87	-00.37	313.4639	+44.2485	20520+4403 	20 52 04.8	+44 03 28	 72	 2.33e-01	 1.95e-01	 9.18e-01	 2950
   37593	 5.05775	084.87	-00.37	313.4718	+44.2485	20521+4403 	20 52 06.7	+44 03 28	 68	 2.25e-01	 2.06e-01	 9.18e-01	 3500
   37607	 5.09807	084.88	-00.53	313.6502	+44.1466	20528+4357 	20 52 49.2	+43 57 19	 68	 7.46e-01	 2.61e+00	 9.42e+00	 3500
   37420	 5.15853	084.88	-00.76	313.8957	+43.9994	20537+4348 	20 53 47.7	+43 48 26	 72	 1.57e-01	 7.05e-01	 9.18e-01	 2950
   37918	 5.38040	084.88	-01.43	314.5938	+43.5685	20565+4322 	20 56 34.0	+43 22 26	 68	 6.97e-01	 1.74e-01	 8.22e-01	 3485
   37401	 5.10553	084.88	-00.54	313.6585	+44.1511	20528+4357 	20 52 51.2	+43 57 35	 72	 7.32e-01	 2.30e+00	 1.09e+01	 2950
   37870	 5.21407	084.88	-00.93	314.0799	+43.8954	20545+4342 	20 54 31.6	+43 42 09	 68	 1.16e+00	 5.85e-01	 8.22e-01	 3485
   37643	 5.21609	084.88	-00.93	314.0837	+43.8948	20545+4342 	20 54 32.5	+43 42 07	 68	 9.77e-01	 6.98e-01	 9.18e-01	 3500
   37884	 5.26740	084.89	-01.08	314.2415	+43.8045	20551+4336 	20 55 10.1	+43 36 40	 68	 1.57e-01	 1.21e+00	 8.22e-01	 3485
   37891	 5.29571	084.89	-01.16	314.3271	+43.7532	20555+4333 	20 55 30.5	+43 33 34	 68	 1.57e-01	 1.74e-01	 5.70e+00	 3485
   37866	 5.20862	084.89	-00.89	314.0391	+43.9322	20543+4344 	20 54 21.9	+43 44 22	 68	 1.57e-01	 1.70e+00	 6.53e+00	 3485
   37653	 5.27017	084.89	-01.08	314.2452	+43.8054	20551+4336 	20 55 11.0	+43 36 43	 68	 1.59e-01	 1.36e+00	 9.18e-01	 3500
   37637	 5.20979	084.89	-00.89	314.0408	+43.9324	20543+4344 	20 54 22.3	+43 44 23	 68	 1.59e-01	 1.68e+00	 6.80e+00	 3500
   37369	 5.04087	084.90	-00.14	313.2453	+44.4183	20512+4413 	20 51 12.8	+44 13 42	 72	 1.57e-01	 1.95e-01	 2.92e+00	 2950
   37859	 5.18335	084.90	-00.78	313.9316	+44.0054	20539+4348 	20 53 56.3	+43 48 47	 68	 1.48e-01	 8.23e-01	 8.22e-01	 3485
   37602	 5.10249	084.90	-00.44	313.5735	+44.2275	20525+4402 	20 52 31.0	+44 02 11	 68	 4.29e-01	 8.77e-01	 9.18e-01	 3500
   37398	 5.10792	084.91	-00.44	313.5768	+44.2333	20525+4402 	20 52 31.8	+44 02 32	 72	 3.94e-01	 9.47e-01	 9.18e-01	 2950
   37374	 5.06686	084.91	-00.20	313.3291	+44.3883	20515+4411 	20 51 32.8	+44 11 53	 72	 1.63e-01	 1.95e-01	 9.18e-01	 2950
   37375	 5.08475	084.93	-00.19	313.3353	+44.4108	20515+4413 	20 51 34.3	+44 13 14	 72	 1.57e-01	 5.24e-01	 9.18e-01	 2950
   37418	 5.19305	084.94	-00.68	313.8604	+44.0985	20536+4354 	20 53 39.4	+43 54 23	 72	 1.57e-01	 1.95e-01	 1.50e+02	 2950
   37356	 5.05324	084.94	+00.06	313.0712	+44.5740	20505+4423 	20 50 31.4	+44 23 05	 72	 2.46e-01	 3.46e-01	 9.18e-01	 2950
   37920	 5.42203	084.94	-01.38	314.6041	+43.6464	20566+4327 	20 56 36.6	+43 27 06	 68	 1.57e-01	 1.74e-01	 5.32e+00	 3485
   37635	 5.24396	084.95	-00.83	314.0303	+44.0077	20543+4348 	20 54 19.9	+43 48 54	 68	 1.59e-01	 2.06e-01	 7.33e+00	 3500
   37851	 5.19815	084.95	-00.66	313.8443	+44.1240	20535+4355 	20 53 35.6	+43 55 55	 68	 6.40e-01	 1.74e-01	 8.22e-01	 3485
   37584	 5.10101	084.95	-00.20	313.3561	+44.4184	20516+4413 	20 51 39.3	+44 13 41	 68	 1.59e-01	 4.76e-01	 9.18e-01	 3500
   37361	 5.07335	084.95	+00.01	313.1382	+44.5523	20507+4421 	20 50 47.4	+44 21 46	 72	 1.99e-01	 1.95e-01	 9.18e-01	 2950
   37624	 5.21422	084.95	-00.69	313.8913	+44.1036	20537+4354 	20 53 46.8	+43 54 41	 68	 2.09e+00	 2.96e+01	 1.55e+02	 3500
   37353	 5.06562	084.96	+00.11	313.0269	+44.6250	20503+4426 	20 50 20.9	+44 26 09	 72	 1.78e+00	 1.88e+00	 9.18e-01	 2950
   37597	 5.13692	084.96	-00.35	313.5239	+44.3290	20523+4408 	20 52 19.3	+44 08 17	 68	 1.94e-01	 7.37e-01	 9.18e-01	 3500
   37399	 5.15393	084.96	-00.39	313.5810	+44.3047	20525+4406 	20 52 32.9	+44 06 49	 72	 3.12e-01	 1.95e-01	 9.18e-01	 2950
   37856	 5.22469	084.96	-00.70	313.9033	+44.1095	20538+4355 	20 53 49.7	+43 55 02	 68	 2.37e+00	 3.43e+01	 1.62e+02	 3485
   37612	 5.18669	084.97	-00.52	313.7224	+44.2258	20531+4402 	20 53 06.6	+44 02 03	 68	 1.59e-01	 2.06e-01	 9.18e-01	 3500
   37366	 5.10319	084.97	-00.05	313.2173	+44.5348	20511+4420 	20 51 06.3	+44 20 42	 72	 1.57e-01	 5.09e-01	 9.18e-01	 2950
   37406	 5.19330	084.98	-00.52	313.7261	+44.2333	20531+4402A	20 53 07.5	+44 02 30	 72	 1.57e-01	 1.95e-01	 9.18e-01	 2950
   37614	 5.19738	084.98	-00.54	313.7437	+44.2231	20531+4401 	20 53 11.7	+44 01 53	 68	 2.01e+00	 6.77e+00	 1.22e+02	 3500
   37408	 5.19781	084.98	-00.53	313.7416	+44.2258	20531+4402B	20 53 11.2	+44 02 03	 72	 1.97e+00	 6.49e+00	 1.21e+02	 2950
   37592	 5.14448	084.98	-00.27	313.4616	+44.3960	20520+4412 	20 52 04.5	+44 12 19	 68	 6.22e+01	 3.45e+01	 9.18e-01	 3500
   37596	 5.15864	084.98	-00.32	313.5186	+44.3684	20523+4410 	20 52 18.1	+44 10 39	 68	 1.59e-01	 2.06e-01	 1.14e+01	 3500
   37390	 5.15469	084.99	-00.27	313.4750	+44.4005	20521+4412 	20 52 07.7	+44 12 35	 72	 5.48e+01	 3.04e+01	 9.18e-01	 2950
   37392	 5.16381	084.99	-00.32	313.5232	+44.3726	20523+4410 	20 52 19.2	+44 10 54	 72	 1.57e-01	 1.95e-01	 1.12e+01	 2950
   37847	 5.21472	084.99	-00.54	313.7645	+44.2320	20532+4402 	20 53 16.7	+44 02 25	 68	 2.07e+00	 8.03e+00	 9.90e+01	 3485
   37352	 5.10594	085.00	+00.16	313.0227	+44.6858	20503+4429 	20 50 20.0	+44 29 48	 72	 1.57e-01	 1.95e-01	 2.15e+00	 2950
   37923	 5.47078	085.01	-01.35	314.6296	+43.7170	20567+4331 	20 56 42.8	+43 31 20	 68	 4.19e-01	 1.74e-01	 8.22e-01	 3485
   37901	 5.39519	085.01	-01.13	314.3983	+43.8643	20557+4340 	20 55 47.7	+43 40 13	 68	 1.57e-01	 5.35e+00	 1.20e+02	 3485
   37904	 5.40252	085.01	-01.14	314.4150	+43.8579	20558+4339 	20 55 51.7	+43 39 50	 68	 2.83e+00	 1.74e-01	 8.22e-01	 3485
   37876	 5.32947	085.01	-00.90	314.1657	+44.0143	20548+4349 	20 54 52.3	+43 49 16	 68	 1.27e+00	 1.23e+00	 1.89e+01	 3485
   37647	 5.33234	085.02	-00.91	314.1711	+44.0135	20548+4349 	20 54 53.6	+43 49 13	 68	 1.22e+00	 1.12e+00	 2.06e+01	 3500
   37869	 5.30850	085.02	-00.81	314.0699	+44.0820	20544+4353 	20 54 29.5	+43 53 21	 68	 1.57e-01	 2.10e+00	 8.22e-01	 3485
   37928	 5.49349	085.02	-01.37	314.6651	+43.7168	20568+4331 	20 56 51.3	+43 31 19	 68	 1.57e-01	 3.56e-01	 8.22e-01	 3485
   37640	 5.31177	085.02	-00.81	314.0741	+44.0834	20545+4353 	20 54 30.5	+43 53 26	 68	 1.59e-01	 2.05e+00	 9.18e-01	 3500
   37860	 5.27895	085.03	-00.67	313.9351	+44.1718	20539+4358 	20 53 57.4	+43 58 46	 68	 2.84e-01	 1.74e-01	 8.22e-01	 3485
   37409	 5.23931	085.03	-00.49	313.7424	+44.2945	20531+4406 	20 53 11.5	+44 06 10	 72	 4.84e-01	 9.10e-01	 9.18e-01	 2950
   37648	 5.34519	085.03	-00.90	314.1785	+44.0290	20549+4350 	20 54 55.4	+43 50 09	 68	 1.59e-01	 2.06e-01	 9.18e-01	 3500
   37365	 5.15223	085.03	+00.02	313.1975	+44.6228	20510+4425 	20 51 01.7	+44 25 59	 72	 1.43e-01	 1.95e-01	 9.18e-01	 2950
   37630	 5.28565	085.03	-00.67	313.9413	+44.1771	20539+4359 	20 53 58.9	+43 59 05	 68	 2.42e-01	 2.06e-01	 9.18e-01	 3500
   37349	 5.13606	085.04	+00.23	312.9771	+44.7609	20501+4434 	20 50 09.2	+44 34 19	 72	 6.29e-01	 4.73e-01	 9.18e-01	 2950
   37915	 5.47568	085.05	-01.24	314.5591	+43.8223	20564+4337 	20 56 26.1	+43 37 40	 68	 1.57e-01	 1.74e-01	 1.86e+01	 3485
   37362	 5.16836	085.06	+00.08	313.1520	+44.6807	20508+4429 	20 50 50.9	+44 29 28	 72	 2.08e-01	 1.95e-01	 9.18e-01	 2950
   37384	 5.20568	085.06	-00.16	313.4160	+44.5294	20518+4420 	20 51 53.8	+44 20 20	 72	 1.57e-01	 1.95e-01	 7.34e+02	 2950
   37589	 5.20925	085.06	-00.16	313.4222	+44.5297	20519+4420 	20 51 55.3	+44 20 21	 68	 1.59e-01	 2.06e-01	 7.64e+02	 3500
   37898	 5.43341	085.08	-01.05	314.3767	+43.9661	20557+4346 	20 55 42.7	+43 46 20	 68	 2.26e-01	 1.74e-01	 8.22e-01	 3485
   37388	 5.22985	085.08	-00.17	313.4519	+44.5368	20520+4420 	20 52 02.4	+44 20 46	 72	 1.57e-01	 1.89e+01	 9.18e-01	 2950
   37852	 5.30201	085.08	-00.54	313.8456	+44.3004	20536+4406 	20 53 36.2	+44 06 30	 68	 5.46e-01	 1.74e-01	 8.22e-01	 3485
