#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T17:28:20
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml17705
#INFO	CatalogsExamined=6
#  6 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=2125
#Name: II/125
#Title:	IRAS catalogue of Point Sources, Version 2.0 (IPAC 1986)
#Table	II_125_main:
#Name: II/125/main
#Title:	IRAS Point Sources
#Coosys	B1950_1983.500:	eq_FK4 1950_1983.500
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RA1950=20 30 59.8, DE1950=+40 49 43)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000.0 Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000.0 Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	IRAS	(A11)	IRAS source name        (link)	[ucd=ID_MAIN]
#Column	RA1950	(A10)	Hours RA, equinox 1950.0, epoch 1983.5	[ucd=POS_EQ_RA_MAIN]
#Column	DE1950	(A9)	Degrees Dec, equinox 1950.0, epoch 1983.5	[ucd=POS_EQ_DEC_MAIN]
#Column	Fnu_12	(E9.2)	Average non-color corrected flux density, 12um	[ucd=PHOT_FLUX_IR_12]
#Column	Fnu_25	(E9.2)	Average non-color corrected flux density, 25um	[ucd=PHOT_FLUX_IR_25]
#Column	Fnu_60	(E9.2)	Average non-color corrected flux density, 60um	[ucd=PHOT_FLUX_IR_60]
#Column	Fnu_100	(E9.2)	Average non-color corrected flux density, 100um	[ucd=PHOT_FLUX_IR_100]
#Column	FQual_12	(I1)	Flux density quality, 12um	[ucd=CODE_QUALITY]
#Column	FQual_25	(I1)	Flux density quality, 25um	[ucd=CODE_QUALITY]
#Column	FQual_60	(I1)	Flux density quality, 60um	[ucd=CODE_QUALITY]
#Column	FQual_100	(I1)	Flux density quality, 100um	[ucd=CODE_QUALITY]
#Column	NLRS	(I2)	Number of significant LRS spectra        (link)	[ucd=NUMBER]
#Column	NID	(I2)	Number of positional associations        (link)	[ucd=NUMBER]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	IRAS	RA1950	DE1950	Fnu_12	Fnu_25	Fnu_60	Fnu_100	FQual_12	FQual_25	FQual_60	FQual_100	NLRS	NID
  223441	 3.44628	078.83	-02.60	310.7246	+38.1552	20409+3758 	20 40 59.9	+37 58 28	 2.50e-01	 6.70e-01	 1.49e+00	 7.23e+00	1	1	1	3	 0	 0
  219208	 1.89568	078.84	+02.22	305.6879	+41.0259	20209+4051 	20 20 58.5	+40 51 52	 7.59e+00	 1.19e+00	 2.01e+01	 1.54e+02	3	3	1	1	 0	 4
  214829	 5.21762	078.84	+05.77	301.7072	+42.9893	20051+4250 	20 05 08.9	+42 50 38	 2.50e-01	 2.50e-01	 3.52e+00	 1.01e+01	1	1	1	3	 0	 0
  223347	 3.29037	078.85	-02.44	310.5752	+38.2646	20404+3805 	20 40 24.3	+38 05 04	 2.50e-01	 8.69e-01	 3.88e+00	 1.69e+01	1	1	2	3	 0	 0
  216895	 3.68568	078.85	+04.20	303.5150	+42.1417	20123+4159 	20 12 20.2	+41 59 20	 6.58e-01	 6.78e-01	 1.75e+01	 1.21e+02	2	3	1	2	 0	 0
  219043	 2.02738	078.85	+02.39	305.5167	+41.1333	20202+4058 	20 20 17.7	+40 58 21	 2.07e+00	 2.83e+00	 2.06e+01	 1.49e+02	3	1	1	1	 0	 2
  216758	 3.78925	078.85	+04.31	303.3947	+42.2048	20118+4203 	20 11 51.5	+42 03 09	 1.66e+00	 7.57e-01	 2.20e+01	 1.63e+02	3	3	1	1	 0	 0
  218365	 2.53284	078.85	+02.97	304.8883	+41.4614	20177+4118 	20 17 47.8	+41 18 11	 1.94e+00	 8.15e-01	 1.22e+01	 1.61e+02	1	2	3	1	 0	 0
  221494	 1.28280	078.86	-00.05	308.1255	+39.7185	20306+3932 	20 30 40.0	+39 32 51	 1.12e+00	 1.13e+00	 1.26e+01	 1.02e+02	3	2	1	1	 0	 0
  214031	 5.78650	078.86	+06.36	301.0410	+43.3127	20025+4310 	20 02 30.0	+43 10 12	 3.06e-01	 3.65e-01	 5.26e+00	 3.27e+01	3	3	3	2	 0	 1
  209759	 8.77336	078.86	+09.38	297.4160	+44.8445	19480+4443 	19 48 05.0	+44 43 02	 8.11e-01	 1.79e-01	 4.79e-01	 4.01e+00	3	3	1	1	 0	 0
  215382	 4.80590	078.86	+05.36	302.2021	+42.7816	20071+4238 	20 07 07.0	+42 38 03	 3.56e-01	 3.61e-01	 1.83e+01	 2.53e+01	1	3	1	2	 0	 0
  223278	 3.18242	078.87	-02.33	310.4816	+38.3457	20400+3809 	20 40 02.0	+38 09 57	 2.50e-01	 6.59e-01	 2.15e+00	 3.00e+02	1	3	3	1	 0	 0
  211955	 7.28726	078.87	+07.88	299.2434	+44.1065	19553+4358 	19 55 21.1	+43 58 17	 2.58e-01	 2.50e-01	 1.78e+00	 1.15e+01	1	1	3	1	 0	 0
  218611	 2.34161	078.87	+02.76	305.1254	+41.3587	20187+4111 	20 18 44.4	+41 11 58	 6.53e+01	 1.09e+02	 4.63e+02	 7.63e+02	2	3	1	2	 3	 6
  222243	 1.89654	078.87	-00.91	309.0389	+39.2153	20342+3902 	20 34 17.9	+39 02 27	 5.86e-01	 1.55e+00	 7.16e+00	 1.50e+02	3	1	1	1	 0	 0
  208874	 9.31167	078.87	+09.92	296.7530	+45.1200	19454+4459 	19 45 26.8	+44 59 44	 2.50e-01	 2.50e-01	 1.08e+00	 3.07e+00	1	1	3	3	 0	 0
  219204	 1.89966	078.87	+02.25	305.6833	+41.0740	20209+4054 	20 20 57.5	+40 54 45	 2.87e+00	 2.75e+00	 4.38e+01	 2.08e+02	2	3	2	1	 0	 0
  220924	 1.04761	078.88	+00.60	307.4579	+40.1170	20280+3956 	20 28 00.8	+39 56 55	 1.37e+00	 2.76e+00	 1.68e+01	 1.59e+02	3	3	2	1	 0	 0
  221366	 1.18750	078.88	+00.10	307.9832	+39.8240	20301+3939 	20 30 06.1	+39 39 13	 1.84e+00	 1.09e+00	 2.65e+01	 2.40e+02	1	3	1	1	 0	 0
  226336	 8.18091	078.88	-07.45	315.4196	+35.1088	20596+3454 	20 59 39.9	+34 54 41	 3.50e-01	 2.50e-01	 5.10e-01	 3.31e+00	1	1	3	3	 0	 0
  224796	 5.38712	078.88	-04.62	312.7458	+36.9322	20490+3644 	20 49 02.1	+36 44 39	 3.08e-01	 2.50e-01	 1.43e+00	 4.00e+00	1	1	1	3	 0	 0
  221296	 1.14359	078.88	+00.19	307.8993	+39.8795	20297+3942 	20 29 46.1	+39 42 34	 7.47e+00	 2.08e+00	 2.32e+01	 2.12e+02	3	3	1	1	 0	 3
  221838	 1.49652	078.88	-00.41	308.5249	+39.5241	20322+3921 	20 32 15.3	+39 21 06	 1.24e+00	 1.68e+00	 2.24e+01	 1.09e+02	3	3	3	1	 0	 0
  220839	 1.03767	078.88	+00.71	307.3505	+40.1871	20275+4001 	20 27 35.2	+40 01 09	 4.39e+02	 1.11e+03	 5.31e+03	 5.72e+03	2	3	3	3	 4	 1
  213325	 6.29750	078.88	+06.88	300.4444	+43.6077	20001+4328 	20 00 07.7	+43 28 03	 1.53e+00	 8.00e-01	 6.56e+00	 5.28e+01	3	3	1	1	 0	 0
  217289	 3.40309	078.89	+03.91	303.8614	+42.0137	20137+4151 	20 13 42.9	+41 51 34	 7.54e-01	 8.31e-01	 1.31e+01	 1.39e+02	3	2	3	1	 0	 0
  217421	 3.30228	078.89	+03.81	303.9804	+41.9558	20141+4148 	20 14 11.3	+41 48 04	 9.44e-01	 1.18e+00	 2.38e+01	 1.14e+02	3	2	1	2	 0	 2
  217791	 3.01954	078.89	+03.51	304.3145	+41.7896	20155+4138 	20 15 31.0	+41 38 01	 8.37e-01	 1.54e+00	 1.90e+01	 7.98e+01	3	3	1	1	 0	 2
  211783	 7.41087	078.89	+08.01	299.1028	+44.1865	19547+4403 	19 54 47.6	+44 03 07	 3.60e-01	 5.42e-01	 1.09e+00	 3.42e+01	1	1	3	1	 0	 0
  224842	 5.45213	078.89	-04.68	312.8187	+36.8961	20493+3642 	20 49 19.5	+36 42 28	 6.49e+00	 3.05e+00	 1.41e+00	 1.06e+01	3	3	1	1	 0	 0
  214711	 5.32914	078.89	+05.90	301.5990	+43.0961	20047+4257 	20 04 43.2	+42 57 04	 2.83e-01	 2.50e-01	 1.83e+00	 3.15e+01	1	1	3	1	 0	 0
  214538	 5.45189	078.89	+06.02	301.4552	+43.1652	20041+4301 	20 04 08.9	+43 01 15	 3.80e-01	 4.98e-01	 7.57e+00	 4.17e+01	3	3	2	3	 0	 0
  220196	 1.24977	078.90	+01.38	306.6403	+40.5905	20247+4025 	20 24 45.8	+40 25 31	 1.25e+00	 1.91e+00	 2.31e+01	 1.27e+02	3	1	1	1	 0	 1
  216634	 3.90694	078.90	+04.44	303.2744	+42.3141	20113+4209 	20 11 22.9	+42 09 44	 3.63e-01	 3.35e-01	 6.61e+00	 4.22e+01	1	2	1	3	 0	 0
  219959	 1.40727	078.90	+01.64	306.3707	+40.7414	20236+4034 	20 23 41.5	+40 34 38	 4.03e+00	 2.83e+00	 1.92e+01	 1.77e+02	3	3	1	1	 0	 0
  210403	 8.38528	078.90	+08.99	297.9180	+44.6909	19500+4433 	19 50 04.9	+44 33 41	 2.72e+00	 8.41e-01	 6.08e-01	 4.83e+00	3	3	1	1	 0	 0
  220678	 1.04469	078.90	+00.90	307.1647	+40.3112	20268+4008 	20 26 50.9	+40 08 38	 2.57e+00	 3.36e+00	 8.77e+00	 2.03e+02	1	1	3	1	 0	 0
  225552	 6.64932	078.90	-05.90	313.9949	+36.1291	20540+3556 	20 54 00.1	+35 56 12	 2.50e-01	 2.50e-01	 1.89e+00	 9.66e+00	1	1	3	3	 0	 0
  217744	 3.06033	078.90	+03.56	304.2720	+41.8309	20153+4140 	20 15 20.9	+41 40 30	 2.29e+00	 2.38e+00	 3.37e+01	 1.18e+02	3	3	1	1	 0	 1
  222606	 2.24908	078.90	-01.34	309.4978	+38.9825	20361+3848 	20 36 07.4	+38 48 23	 4.39e-01	 4.79e-01	 8.73e+00	 6.08e+01	3	1	1	1	 0	 0
  223701	 3.73635	078.90	-02.93	311.1039	+38.0093	20425+3749 	20 42 30.5	+37 49 38	 4.23e-01	 2.50e-01	 1.10e+00	 3.83e+01	1	1	3	1	 0	 0
  226033	 7.51158	078.91	-06.77	314.8182	+35.5681	20572+3522 	20 57 16.5	+35 22 22	 4.04e+00	 1.79e+00	 4.00e-01	 2.07e+00	3	3	1	1	 0	 2
  212018	 7.25444	078.91	+07.85	299.3079	+44.1329	19556+4359 	19 55 36.6	+43 59 51	 2.50e-01	 2.50e-01	 1.89e+00	 1.56e+01	1	1	3	2	 0	 0
  216845	 3.74943	078.92	+04.28	303.4691	+42.2476	20121+4205 	20 12 09.4	+42 05 42	 5.29e-01	 6.06e-01	 6.95e+00	 2.60e+02	2	1	3	1	 0	 0
  214055	 5.80157	078.92	+06.38	301.0539	+43.3777	20025+4314 	20 02 33.2	+43 14 06	 3.30e-01	 2.68e-01	 1.82e+00	 4.47e+01	1	1	3	1	 0	 0
  217629	 3.15473	078.92	+03.66	304.1671	+41.9043	20149+4144 	20 14 55.9	+41 44 56	 1.11e+00	 3.54e+00	 4.49e+01	 2.66e+02	3	1	2	1	 0	 2
  222896	 2.55958	078.92	-01.69	309.8703	+38.7842	20376+3836 	20 37 36.3	+38 36 24	 2.91e-01	 6.43e-01	 1.43e+01	 1.44e+02	3	1	1	1	 0	 0
  216325	 4.15674	078.93	+04.70	302.9945	+42.4832	20102+4219 	20 10 16.2	+42 19 57	 2.85e-01	 3.62e-01	 1.89e+01	 1.91e+02	3	1	1	1	 0	 0
  219351	 1.80700	078.93	+02.18	305.8062	+41.0706	20214+4054 	20 21 26.9	+40 54 31	 3.35e+00	 3.28e+00	 8.58e+00	 1.54e+02	1	1	3	1	 0	 0
  218941	 2.10553	078.93	+02.52	305.4272	+41.2688	20199+4106 	20 19 56.5	+41 06 30	 1.34e+00	 2.01e+00	 1.76e+01	 1.54e+02	3	3	3	1	 0	 1
  221460	 1.17922	078.93	+00.04	308.0927	+39.8236	20305+3939 	20 30 32.3	+39 39 10	 1.55e+00	 2.28e+00	 2.65e+01	 1.89e+02	3	3	1	1	 0	 0
  220935	 0.99568	078.93	+00.62	307.4739	+40.1710	20280+4000 	20 28 04.7	+40 00 09	 7.49e-01	 3.19e+00	 1.93e+01	 5.72e+03	3	1	1	1	 0	 0
  224717	 5.22181	078.93	-04.46	312.6285	+37.0693	20485+3652 	20 48 34.2	+36 52 54	 5.16e+00	 1.34e+00	 1.45e+00	 1.40e+01	3	3	1	1	 0	 3
  225754	 6.94110	078.93	-06.20	314.2978	+35.9560	20552+3545 	20 55 12.4	+35 45 45	 2.69e-01	 1.48e+00	 5.34e-01	 2.58e+00	1	1	1	3	 0	 0
  224581	 5.00073	078.93	-04.23	312.4105	+37.2124	20477+3701 	20 47 42.2	+37 01 32	 6.44e-01	 2.02e-01	 1.82e+00	 1.48e+01	3	2	1	1	 0	 0
  225285	 6.15852	078.93	-05.41	313.5491	+36.4670	20522+3616 	20 52 13.8	+36 16 34	 5.60e+00	 3.75e+00	 7.04e-01	 1.28e+01	3	3	3	1	 0	 0
  221763	 1.38411	078.93	-00.30	308.4507	+39.6291	20319+3927 	20 31 57.7	+39 27 25	 9.63e-01	 1.22e+00	 2.65e+01	 1.49e+02	3	3	1	1	 0	 0
  223582	 3.52538	078.94	-02.72	310.9204	+38.1653	20417+3759 	20 41 46.8	+37 59 02	 1.96e+01	 7.63e+00	 2.04e+01	 2.29e+02	3	3	1	1	 4	 3
  218860	 2.16323	078.94	+02.60	305.3583	+41.3207	20196+4109 	20 19 40.1	+41 09 38	 9.55e-01	 1.17e+00	 2.18e+01	 1.67e+02	3	3	1	1	 0	 1
  215278	 4.92309	078.94	+05.49	302.1028	+42.9226	20067+4246 	20 06 43.5	+42 46 32	 2.50e-01	 1.64e-01	 2.85e+00	 1.54e+01	1	2	1	3	 0	 0
  220963	 0.98115	078.94	+00.60	307.5064	+40.1722	20282+4000 	20 28 12.5	+40 00 13	 9.83e-01	 1.65e+00	 2.13e+01	 2.08e+02	3	1	1	1	 0	 0
  223556	 3.48676	078.94	-02.68	310.8852	+38.1930	20416+3800 	20 41 38.4	+38 00 42	 2.89e-01	 3.53e-01	 1.78e+00	 3.78e+01	1	1	3	1	 0	 0
  222832	 2.46034	078.95	-01.59	309.7905	+38.8631	20372+3841 	20 37 17.3	+38 41 09	 6.24e-01	 1.55e+00	 2.81e+01	 1.32e+02	3	1	1	1	 0	 0
  226180	 7.77217	078.95	-07.04	315.1026	+35.4257	20584+3513 	20 58 24.4	+35 13 46	 5.17e-01	 2.50e-01	 4.00e-01	 9.03e+00	3	1	1	1	 0	 1
  222122	 1.68172	078.95	-00.70	308.8824	+39.4011	20336+3913 	20 33 40.7	+39 13 38	 6.26e-01	 2.62e+00	 7.97e+00	 5.56e+01	3	1	2	1	 0	 0
  218560	 2.40194	078.95	+02.87	305.0710	+41.4843	20185+4119 	20 18 31.6	+41 19 31	 8.06e-01	 1.10e+00	 1.96e+01	 8.96e+01	2	3	2	2	 0	 0
  221931	 1.49996	078.96	-00.48	308.6534	+39.5405	20327+3922 	20 32 46.1	+39 22 03	 1.59e+00	 9.32e-01	 2.22e+01	 5.95e+01	1	1	2	3	 0	 0
  220545	 1.04310	078.96	+01.07	307.0263	+40.4551	20263+4017 	20 26 18.0	+40 17 18	 2.16e+00	 1.99e+00	 2.44e+01	 1.18e+02	3	2	1	3	 0	 0
  217066	 3.60202	078.96	+04.14	303.6574	+42.1998	20129+4202 	20 12 54.4	+42 02 47	 4.85e+00	 3.61e+00	 5.86e+01	 1.96e+02	1	1	3	3	 0	 0
  217413	 3.33389	078.96	+03.86	303.9714	+42.0463	20141+4153 	20 14 09.3	+41 53 30	 1.30e+00	 2.03e+00	 2.37e+01	 2.10e+02	3	3	1	1	 0	 1
  219155	 1.95656	078.96	+02.37	305.6185	+41.2115	20207+4103 	20 20 42.2	+41 03 01	 2.29e+00	 2.42e+00	 1.33e+02	 1.33e+02	2	3	1	1	 0	 0
  222964	 2.62079	078.96	-01.77	309.9832	+38.7646	20380+3835 	20 38 03.3	+38 35 12	 9.61e+00	 5.16e+00	 1.04e+01	 2.83e+02	3	3	2	1	 0	 1
  217282	 3.43687	078.96	+03.97	303.8523	+42.1092	20136+4157 	20 13 40.9	+41 57 18	 2.35e+00	 1.89e+00	 2.16e+01	 2.04e+02	1	2	3	1	 0	 0
  222775	 2.37100	078.96	-01.50	309.7094	+38.9303	20369+3845 	20 36 58.0	+38 45 12	 1.00e+00	 1.08e+00	 3.10e+00	 2.07e+01	1	1	3	1	 0	 0
  210648	 8.25732	078.97	+08.87	298.1106	+44.6864	19508+4433 	19 50 51.0	+44 33 22	 4.48e-01	 2.50e-01	 5.81e-01	 5.42e+00	3	1	1	1	 0	 2
  224244	 4.43153	078.97	-03.66	311.8782	+37.6021	20455+3725 	20 45 35.3	+37 25 02	 8.74e-01	 2.50e-01	 1.98e+00	 2.00e+01	1	1	3	1	 0	 0
  214733	 5.35002	078.97	+05.93	301.6130	+43.1795	20047+4302 	20 04 46.7	+43 02 04	 2.23e-01	 2.38e-01	 3.61e+00	 2.58e+01	3	3	3	1	 0	 1
  224899	 5.44976	078.97	-04.70	312.8919	+36.9486	20496+3645 	20 49 37.1	+36 45 36	 2.52e+00	 1.33e+00	 1.63e+00	 1.22e+01	3	3	1	1	 0	 0
  220925	 0.95285	078.97	+00.67	307.4610	+40.2298	20280+4003 	20 28 01.7	+40 03 41	 2.47e+00	 3.55e+00	 6.49e+01	 3.85e+02	3	3	1	2	 0	 0
  220469	 1.07036	078.97	+01.16	306.9390	+40.5169	20259+4021 	20 25 57.2	+40 21 02	 9.16e-01	 3.64e+00	 2.56e+01	 2.57e+02	3	1	1	1	 0	 0
  217630	 3.17048	078.97	+03.69	304.1671	+41.9621	20149+4148 	20 14 56.0	+41 48 24	 1.21e+00	 5.78e+00	 1.63e+01	 1.21e+02	3	2	1	1	 0	 2
  215955	 4.42893	078.97	+04.99	302.6974	+42.6789	20090+4231 	20 09 05.4	+42 31 46	 5.00e-01	 7.23e-01	 1.41e+01	 5.42e+01	3	3	3	3	 0	 0
  213799	 5.99709	078.97	+06.59	300.8493	+43.5316	20017+4323 	20 01 44.5	+43 23 23	 3.01e-01	 2.86e-01	 1.34e+00	 5.67e+01	1	3	3	1	 0	 0
  220143	 1.25192	078.97	+01.49	306.5885	+40.7142	20245+4032 	20 24 33.6	+40 32 57	 2.83e+00	 2.40e+00	 1.44e+01	 2.05e+02	1	1	3	1	 0	 1
  225078	 5.76724	078.97	-05.02	313.2092	+36.7483	20508+3633 	20 50 52.8	+36 33 31	 2.81e-01	 2.43e-01	 6.95e-01	 7.71e+00	1	3	3	1	 0	 0
  221210	 0.99610	078.98	+00.36	307.7946	+40.0527	20293+3952 	20 29 21.3	+39 52 59	 2.56e+01	 1.80e+02	 6.43e+02	 9.16e+02	3	3	3	2	 0	 0
  212715	 6.77756	078.98	+07.38	299.9171	+43.9441	19580+4348 	19 58 02.1	+43 48 22	 2.58e-01	 2.50e-01	 2.11e+00	 5.12e+01	1	1	3	1	 0	 0
  221725	 1.29769	078.98	-00.22	308.4050	+39.7117	20317+3932 	20 31 46.9	+39 32 23	 7.64e-01	 2.44e+00	 2.47e+01	 1.47e+02	3	1	1	1	 0	 0
  219372	 1.79837	078.98	+02.20	305.8208	+41.1281	20215+4057 	20 21 30.5	+40 57 58	 8.08e-01	 3.39e+00	 2.03e+01	 1.91e+02	3	1	1	1	 0	 0
  221052	 0.95050	078.98	+00.54	307.6093	+40.1620	20286+3959 	20 28 37.1	+39 59 35	 1.47e+00	 2.20e+00	 3.41e+01	 2.08e+02	1	3	1	1	 0	 0
  220705	 0.97150	078.98	+00.93	307.1984	+40.3941	20269+4013 	20 26 59.1	+40 13 36	 2.95e+00	 1.08e+00	 7.74e+00	 1.26e+02	1	1	3	1	 0	 1
  208083	 9.86443	078.98	+10.49	296.1180	+45.4861	19429+4521 	19 42 55.5	+45 21 52	 9.85e-01	 6.04e-01	 4.01e-01	 1.76e+00	3	3	1	1	 0	 1
  221338	 1.03606	078.99	+00.22	307.9471	+39.9819	20299+3948 	20 29 57.7	+39 48 42	 5.55e-01	 3.05e+00	 3.30e+01	 2.26e+02	1	3	3	1	 0	 0
  220894	 0.92856	078.99	+00.73	307.4171	+40.2863	20278+4007 	20 27 51.3	+40 07 05	 1.58e+00	 2.46e+00	 3.06e+01	 1.63e+02	2	3	1	1	 0	 0
  219933	 1.40585	079.00	+01.73	306.3468	+40.8716	20235+4042 	20 23 36.0	+40 42 27	 1.00e+01	 5.78e+00	 1.52e+01	 1.15e+02	3	3	1	1	 0	 4
  225700	 6.79024	079.00	-06.06	314.2185	+36.1010	20548+3554 	20 54 53.6	+35 54 28	 6.45e-01	 2.50e-01	 1.38e+00	 5.76e+00	1	1	1	3	 0	 0
  225903	 7.14133	079.00	-06.41	314.5577	+35.8758	20562+3540 	20 56 14.5	+35 40 53	 1.90e+00	 1.22e+00	 4.00e-01	 2.02e+00	3	3	1	1	 0	 1
  225221	 5.99892	079.00	-05.26	313.4631	+36.6186	20518+3625 	20 51 53.4	+36 25 41	 2.78e-01	 2.50e-01	 7.01e-01	 1.16e+01	1	1	3	1	 0	 0
  219643	 1.60421	079.01	+01.99	306.0742	+41.0266	20225+4051 	20 22 31.0	+40 51 49	 8.80e-01	 2.87e+00	 1.90e+01	 9.21e+01	3	1	1	2	 0	 0
  221642	 1.20286	079.01	-00.11	308.3088	+39.8000	20314+3937 	20 31 24.0	+39 37 42	 1.78e+00	 2.52e+00	 2.30e+01	 1.77e+02	3	3	1	1	 0	 0
  216959	 3.69896	079.01	+04.25	303.5685	+42.3083	20125+4209 	20 12 33.3	+42 09 19	 4.76e-01	 5.47e-01	 9.19e+00	 2.12e+02	1	3	1	1	 0	 0
  216178	 4.29661	079.01	+04.87	302.8726	+42.6458	20097+4229 	20 09 47.3	+42 29 44	 3.44e-01	 2.70e-01	 1.91e+00	 6.56e+01	1	1	3	1	 0	 0
  224975	 5.52152	079.02	-04.78	313.0085	+36.9343	20500+3644 	20 50 05.0	+36 44 43	 4.04e-01	 2.23e-01	 6.01e-01	 1.03e+01	3	2	1	1	 0	 0
  223002	 2.60607	079.02	-01.78	310.0364	+38.8073	20382+3837 	20 38 16.1	+38 37 45	 5.66e-01	 5.16e+00	 1.76e+01	 1.21e+02	3	1	1	2	 0	 0
  226443	 8.24430	079.02	-07.53	315.6089	+35.1639	21004+3457 	21 00 25.3	+34 57 57	 8.91e-01	 3.89e-01	 4.00e-01	 2.18e+00	3	3	1	1	 0	 0
  221525	 1.10052	079.02	+00.03	308.1686	+39.8997	20308+3943 	20 30 50.6	+39 43 43	 1.30e+00	 2.30e+00	 3.23e+01	 2.29e+02	2	3	3	1	 0	 0
  220958	 0.89618	079.02	+00.67	307.5028	+40.2766	20281+4006 	20 28 11.8	+40 06 29	 3.25e+00	 6.08e+00	 7.58e+01	 5.29e+02	2	3	2	2	 0	 0
  212015	 7.30767	079.02	+07.92	299.3031	+44.2612	19555+4407 	19 55 35.7	+44 07 33	 3.58e+01	 9.62e+00	 3.02e+00	 3.43e+01	3	3	3	1	 5	 6
  215939	 4.46212	079.03	+05.04	302.6860	+42.7503	20090+4236 	20 09 02.8	+42 36 03	 6.60e-01	 5.00e-01	 7.36e+00	 1.38e+02	3	3	1	1	 0	 0
  219355	 1.81267	079.03	+02.25	305.8082	+41.1928	20214+4101 	20 21 27.6	+41 01 51	 6.64e-01	 8.75e-01	 1.61e+01	 7.18e+02	3	2	1	1	 0	 0
  218330	 2.60168	079.03	+03.11	304.8570	+41.6860	20176+4131 	20 17 40.7	+41 31 40	 6.61e-01	 2.69e+00	 1.48e+01	 1.37e+02	3	1	1	1	 0	 0
  220879	 0.89650	079.03	+00.77	307.3967	+40.3423	20277+4010 	20 27 46.5	+40 10 27	 1.64e+00	 2.55e+00	 2.20e+01	 1.61e+02	1	3	1	1	 0	 0
  217487	 3.30364	079.03	+03.85	304.0378	+42.1021	20144+4156 	20 14 25.3	+41 56 50	 1.63e+00	 1.16e+00	 1.89e+01	 1.86e+02	3	3	2	1	 0	 1
  221020	 0.88959	079.03	+00.62	307.5652	+40.2521	20284+4004 	20 28 26.7	+40 05 00	 8.77e-01	 2.42e+00	 2.47e+01	 2.49e+02	3	1	1	1	 0	 0
  212175	 7.18969	079.03	+07.80	299.4514	+44.2096	19561+4404 	19 56 11.1	+44 04 25	 2.50e-01	 2.50e-01	 1.87e+00	 1.25e+01	1	1	3	2	 0	 0
  222311	 1.77156	079.03	-00.87	309.1152	+39.3722	20346+3911 	20 34 36.4	+39 11 51	 6.15e-01	 9.32e-01	 1.26e+01	 4.93e+01	2	3	3	3	 0	 0
  224817	 5.26687	079.04	-04.52	312.7770	+37.1109	20491+3655 	20 49 09.8	+36 55 22	 4.39e-01	 2.50e-01	 1.60e+00	 3.23e+00	3	1	1	1	 0	 0
  225882	 7.07668	079.04	-06.35	314.5256	+35.9396	20561+3544 	20 56 06.9	+35 44 43	 2.50e-01	 2.50e-01	 7.57e-01	 3.28e+00	1	1	1	3	 0	 0
  216346	 4.18620	079.04	+04.76	303.0141	+42.6088	20103+4227 	20 10 21.1	+42 27 29	 3.27e-01	 2.52e-01	 7.59e+00	 5.47e+01	1	3	1	2	 0	 0
  214979	 5.18859	079.04	+05.78	301.8416	+43.1610	20056+4300 	20 05 41.4	+43 00 54	 3.99e-01	 1.67e-01	 3.47e+00	 1.44e+01	1	2	3	3	 0	 0
  214272	 5.70279	079.04	+06.30	301.2359	+43.4396	20032+4317 	20 03 16.9	+43 17 46	 2.54e-01	 2.50e-01	 3.58e+00	 1.78e+01	1	1	1	3	 0	 0
  215511	 4.78580	079.04	+05.37	302.3161	+42.9446	20075+4247 	20 07 34.6	+42 47 48	 2.57e-01	 2.41e-01	 2.82e+00	 1.42e+02	2	3	3	1	 0	 0
  218959	 2.11569	079.04	+02.59	305.4404	+41.4072	20199+4114 	20 19 59.9	+41 14 48	 1.32e+00	 2.14e+00	 3.98e+01	 1.02e+02	1	1	3	1	 0	 1
  224731	 5.12269	079.05	-04.38	312.6457	+37.2110	20486+3701 	20 48 38.5	+37 01 24	 4.14e-01	 2.50e-01	 8.94e-01	 6.16e+00	1	1	1	3	 0	 0
  218756	 2.26082	079.05	+02.75	305.2677	+41.5015	20193+4120 	20 19 18.7	+41 20 30	 1.22e+00	 1.39e+00	 1.02e+01	 1.14e+02	3	1	2	1	 0	 1
  225031	 5.59717	079.05	-04.86	313.1160	+36.9091	20505+3643 	20 50 30.7	+36 43 11	 5.32e-01	 2.94e-01	 4.00e-01	 9.20e+00	3	2	1	1	 0	 0
